[-0.000196848, 0] ; ([0.233874, 0.233874] ; [0, 0] ; [-1.38317, -1.38317] ; [0, 0])
[2.6634, 2.66441] ; ([-2.09026, -2.08238] ; [-0.780501, -0.761134] ; [0.24293, 0.284729] ; [2.90007, 3.36558])
[2.66441, 2.66543] ; ([-2.09105, -2.08316] ; [-0.779509, -0.760143] ; [0.246002, 0.287993] ; [2.87905, 3.34494])
[2.66543, 2.66644] ; ([-2.09184, -2.08394] ; [-0.778534, -0.759171] ; [0.249051, 0.291233] ; [2.85786, 3.3241])
[2.66644, 2.66745] ; ([-2.09262, -2.08471] ; [-0.777575, -0.758216] ; [0.252079, 0.294448] ; [2.83651, 3.30308])
[2.66745, 2.66847] ; ([-2.0934, -2.08548] ; [-0.776632, -0.757282] ; [0.255085, 0.297639] ; [2.815, 3.28187])
[2.66847, 2.66948] ; ([-2.09418, -2.08625] ; [-0.775704, -0.756366] ; [0.258069, 0.300805] ; [2.79333, 3.26048])
[2.66948, 2.67049] ; ([-2.09496, -2.08702] ; [-0.774791, -0.755468] ; [0.26103, 0.303947] ; [2.7715, 3.23891])
[2.67049, 2.6715] ; ([-2.09574, -2.08779] ; [-0.773895, -0.754589] ; [0.26397, 0.307064] ; [2.7495, 3.21715])
[2.6715, 2.67251] ; ([-2.09652, -2.08856] ; [-0.773014, -0.753728] ; [0.266887, 0.310156] ; [2.72735, 3.19521])
[2.67251, 2.67352] ; ([-2.09729, -2.08932] ; [-0.772149, -0.752885] ; [0.269783, 0.313224] ; [2.70504, 3.1731])
[2.67352, 2.67453] ; ([-2.09807, -2.09009] ; [-0.771298, -0.752061] ; [0.272656, 0.316268] ; [2.68238, 3.151])
[2.67453, 2.67554] ; ([-2.09884, -2.09085] ; [-0.770463, -0.751254] ; [0.275506, 0.319287] ; [2.65956, 3.12872])
[2.67554, 2.67655] ; ([-2.09961, -2.09162] ; [-0.769645, -0.750464] ; [0.278334, 0.322281] ; [2.63658, 3.10627])
[2.67655, 2.67756] ; ([-2.10039, -2.09238] ; [-0.768842, -0.749691] ; [0.28114, 0.325251] ; [2.61346, 3.08364])
[2.67756, 2.67857] ; ([-2.10116, -2.09314] ; [-0.768054, -0.748936] ; [0.283922, 0.328195] ; [2.59018, 3.06084])
[2.67857, 2.67958] ; ([-2.10193, -2.0939] ; [-0.767281, -0.748199] ; [0.286682, 0.331115] ; [2.56675, 3.03787])
[2.67958, 2.68059] ; ([-2.1027, -2.09466] ; [-0.766523, -0.747478] ; [0.289419, 0.33401] ; [2.54317, 3.01473])
[2.68059, 2.6816] ; ([-2.10346, -2.09542] ; [-0.765781, -0.746774] ; [0.292133, 0.33688] ; [2.51944, 2.99143])
[2.6816, 2.68261] ; ([-2.10423, -2.09618] ; [-0.765053, -0.746087] ; [0.294824, 0.339725] ; [2.49556, 2.96795])
[2.68261, 2.68361] ; ([-2.105, -2.09694] ; [-0.764341, -0.745417] ; [0.297491, 0.342544] ; [2.47154, 2.94431])
[2.68361, 2.68462] ; ([-2.10576, -2.09769] ; [-0.763642, -0.744764] ; [0.300136, 0.345338] ; [2.44737, 2.92051])
[2.68462, 2.68563] ; ([-2.10653, -2.09845] ; [-0.762958, -0.744127] ; [0.302757, 0.348107] ; [2.42306, 2.89654])
[2.68563, 2.68664] ; ([-2.10729, -2.0992] ; [-0.76229, -0.743506] ; [0.305354, 0.35085] ; [2.3986, 2.87241])
[2.68664, 2.68765] ; ([-2.10805, -2.09996] ; [-0.761636, -0.742902] ; [0.307928, 0.353568] ; [2.37401, 2.84812])
[2.68765, 2.68866] ; ([-2.10882, -2.10071] ; [-0.760996, -0.742313] ; [0.310478, 0.35626] ; [2.34927, 2.82368])
[2.68866, 2.68967] ; ([-2.10958, -2.10147] ; [-0.76037, -0.741741] ; [0.313005, 0.358926] ; [2.3244, 2.79907])
[2.68967, 2.69067] ; ([-2.11034, -2.10222] ; [-0.759758, -0.741184] ; [0.315507, 0.361566] ; [2.29876, 2.77493])
[2.69067, 2.69168] ; ([-2.1111, -2.10297] ; [-0.759163, -0.740641] ; [0.317984, 0.364181] ; [2.273, 2.75063])
[2.69168, 2.69269] ; ([-2.11186, -2.10372] ; [-0.758582, -0.740113] ; [0.320436, 0.36677] ; [2.24713, 2.72616])
[2.69269, 2.6937] ; ([-2.11262, -2.10447] ; [-0.758014, -0.739601] ; [0.322863, 0.369333] ; [2.22114, 2.70153])
[2.6937, 2.69471] ; ([-2.11338, -2.10523] ; [-0.757461, -0.739104] ; [0.325265, 0.37187] ; [2.19504, 2.67673])
[2.69471, 2.69572] ; ([-2.11414, -2.10598] ; [-0.756924, -0.738619] ; [0.327641, 0.374381] ; [2.16877, 2.65184])
[2.69572, 2.69673] ; ([-2.1149, -2.10673] ; [-0.7564, -0.738149] ; [0.329992, 0.376865] ; [2.14239, 2.62678])
[2.69673, 2.69773] ; ([-2.11565, -2.10747] ; [-0.755889, -0.737695] ; [0.332317, 0.379323] ; [2.11589, 2.60159])
[2.69773, 2.69874] ; ([-2.11641, -2.10822] ; [-0.755392, -0.737255] ; [0.334617, 0.381754] ; [2.08928, 2.57624])
[2.69874, 2.69975] ; ([-2.11717, -2.10897] ; [-0.754912, -0.736825] ; [0.33689, 0.384158] ; [2.06243, 2.55089])
[2.69975, 2.70076] ; ([-2.11792, -2.10972] ; [-0.754444, -0.736411] ; [0.339137, 0.386535] ; [2.03548, 2.52538])
[2.70076, 2.70177] ; ([-2.11868, -2.11047] ; [-0.753989, -0.736011] ; [0.341357, 0.388884] ; [2.00843, 2.49972])
[2.70177, 2.70277] ; ([-2.11943, -2.11121] ; [-0.753547, -0.735625] ; [0.343551, 0.391207] ; [1.98129, 2.47392])
[2.70277, 2.70378] ; ([-2.12018, -2.11196] ; [-0.753119, -0.735251] ; [0.345718, 0.393502] ; [1.95399, 2.44804])
[2.70378, 2.70479] ; ([-2.12094, -2.11271] ; [-0.752704, -0.734891] ; [0.347859, 0.395769] ; [1.92661, 2.42202])
[2.70479, 2.7058] ; ([-2.12169, -2.11345] ; [-0.752301, -0.734544] ; [0.349972, 0.398009] ; [1.89913, 2.39586])
[2.7058, 2.7068] ; ([-2.12244, -2.1142] ; [-0.75191, -0.734211] ; [0.352059, 0.400221] ; [1.87157, 2.36956])
[2.7068, 2.70781] ; ([-2.12319, -2.11494] ; [-0.751531, -0.733891] ; [0.354118, 0.402404] ; [1.84392, 2.34313])
[2.70781, 2.70882] ; ([-2.12394, -2.11568] ; [-0.751166, -0.733582] ; [0.35615, 0.40456] ; [1.81612, 2.31664])
[2.70882, 2.70982] ; ([-2.1247, -2.11643] ; [-0.750813, -0.733286] ; [0.358154, 0.406688] ; [1.78824, 2.29002])
[2.70982, 2.71083] ; ([-2.12545, -2.11717] ; [-0.750472, -0.733003] ; [0.360131, 0.408787] ; [1.76028, 2.26328])
[2.71083, 2.71183] ; ([-2.1262, -2.11791] ; [-0.750329, -0.732545] ; [0.361917, 0.41102] ; [1.7311, 2.23755])
[2.71183, 2.71283] ; ([-2.12694, -2.11865] ; [-0.750181, -0.732117] ; [0.363678, 0.413214] ; [1.70186, 2.21182])
[2.71283, 2.71383] ; ([-2.12768, -2.11939] ; [-0.750033, -0.731715] ; [0.365404, 0.41537] ; [1.67267, 2.18606])
[2.71383, 2.71482] ; ([-2.12842, -2.12012] ; [-0.749884, -0.731338] ; [0.367097, 0.417489] ; [1.64353, 2.16029])
[2.71482, 2.71581] ; ([-2.12916, -2.12085] ; [-0.749737, -0.730984] ; [0.368757, 0.419571] ; [1.61445, 2.13449])
[2.71581, 2.7168] ; ([-2.1299, -2.12158] ; [-0.749592, -0.73065] ; [0.370386, 0.421617] ; [1.58532, 2.10874])
[2.7168, 2.71778] ; ([-2.13063, -2.12231] ; [-0.749452, -0.730335] ; [0.371981, 0.423633] ; [1.55617, 2.08296])
[2.71778, 2.71877] ; ([-2.13136, -2.12303] ; [-0.749314, -0.730038] ; [0.373549, 0.425619] ; [1.52698, 2.0571])
[2.71877, 2.71975] ; ([-2.1321, -2.12375] ; [-0.74918, -0.729758] ; [0.375091, 0.427575] ; [1.49768, 2.03118])
[2.71975, 2.72073] ; ([-2.13283, -2.12447] ; [-0.749049, -0.729495] ; [0.376606, 0.429503] ; [1.46834, 2.00516])
[2.72073, 2.72172] ; ([-2.13356, -2.12519] ; [-0.74892, -0.729249] ; [0.378094, 0.431401] ; [1.43896, 1.97902])
[2.72172, 2.7227] ; ([-2.13429, -2.12591] ; [-0.748797, -0.729017] ; [0.379557, 0.433271] ; [1.40946, 1.95282])
[2.7227, 2.72368] ; ([-2.13502, -2.12663] ; [-0.748677, -0.728801] ; [0.380994, 0.435112] ; [1.37992, 1.92652])
[2.72368, 2.72467] ; ([-2.13576, -2.12736] ; [-0.748562, -0.7286] ; [0.382404, 0.436925] ; [1.35031, 1.90011])
[2.72467, 2.72565] ; ([-2.13649, -2.12808] ; [-0.74845, -0.728412] ; [0.383789, 0.438709] ; [1.32064, 1.87358])
[2.72565, 2.72663] ; ([-2.13722, -2.1288] ; [-0.748345, -0.728237] ; [0.385148, 0.440465] ; [1.29086, 1.84699])
[2.72663, 2.72762] ; ([-2.13796, -2.12952] ; [-0.748293, -0.728027] ; [0.386434, 0.44224] ; [1.26102, 1.8203])
[2.72762, 2.7286] ; ([-2.13869, -2.13024] ; [-0.748241, -0.727833] ; [0.387694, 0.443984] ; [1.23114, 1.7935])
[2.7286, 2.72959] ; ([-2.13942, -2.13096] ; [-0.748191, -0.727655] ; [0.388928, 0.445699] ; [1.20122, 1.76661])
[2.72959, 2.73057] ; ([-2.14015, -2.13167] ; [-0.748144, -0.727491] ; [0.390134, 0.447383] ; [1.17126, 1.73964])
[2.73057, 2.73155] ; ([-2.14088, -2.13239] ; [-0.748101, -0.72734] ; [0.391314, 0.449038] ; [1.1412, 1.71264])
[2.73155, 2.73254] ; ([-2.14162, -2.13311] ; [-0.74806, -0.727203] ; [0.392467, 0.450664] ; [1.1111, 1.68556])
[2.73254, 2.73352] ; ([-2.14235, -2.13383] ; [-0.748023, -0.727078] ; [0.393593, 0.45226] ; [1.08096, 1.65839])
[2.73352, 2.7345] ; ([-2.14308, -2.13455] ; [-0.747989, -0.726966] ; [0.394693, 0.453826] ; [1.05077, 1.63113])
[2.7345, 2.73549] ; ([-2.14381, -2.13527] ; [-0.747958, -0.726866] ; [0.395766, 0.455362] ; [1.02055, 1.60378])
[2.73549, 2.73647] ; ([-2.14455, -2.13599] ; [-0.747932, -0.726776] ; [0.396812, 0.456868] ; [0.990248, 1.57641])
[2.73647, 2.73745] ; ([-2.14528, -2.1367] ; [-0.74791, -0.726698] ; [0.397831, 0.458344] ; [0.959929, 1.54895])
[2.73745, 2.73844] ; ([-2.14601, -2.13742] ; [-0.747921, -0.7266] ; [0.398792, 0.459821] ; [0.929581, 1.52143])
[2.73844, 2.73942] ; ([-2.14674, -2.13814] ; [-0.747934, -0.726516] ; [0.399725, 0.461267] ; [0.899226, 1.49383])
[2.73942, 2.7404] ; ([-2.14747, -2.13885] ; [-0.747952, -0.726439] ; [0.400627, 0.462687] ; [0.868862, 1.46617])
[2.7404, 2.74138] ; ([-2.1482, -2.13957] ; [-0.747974, -0.726373] ; [0.401501, 0.464075] ; [0.838443, 1.43851])
[2.74138, 2.74236] ; ([-2.14893, -2.14029] ; [-0.748002, -0.726314] ; [0.402344, 0.465437] ; [0.808019, 1.41078])
[2.74236, 2.74334] ; ([-2.14966, -2.141] ; [-0.748034, -0.726264] ; [0.403157, 0.466769] ; [0.777591, 1.383])
[2.74334, 2.74432] ; ([-2.15039, -2.14172] ; [-0.74807, -0.726223] ; [0.403941, 0.468073] ; [0.747157, 1.35517])
[2.74432, 2.7453] ; ([-2.15112, -2.14243] ; [-0.748114, -0.726187] ; [0.404696, 0.469349] ; [0.716717, 1.32728])
[2.7453, 2.74628] ; ([-2.15185, -2.14315] ; [-0.748166, -0.726154] ; [0.405422, 0.470595] ; [0.686206, 1.2994])
[2.74628, 2.74725] ; ([-2.15258, -2.14386] ; [-0.748221, -0.72613] ; [0.406118, 0.471813] ; [0.655693, 1.27148])
[2.74725, 2.74823] ; ([-2.15331, -2.14457] ; [-0.748288, -0.726107] ; [0.406776, 0.47301] ; [0.625177, 1.24351])
[2.74823, 2.74921] ; ([-2.15403, -2.14528] ; [-0.748358, -0.726091] ; [0.407405, 0.474179] ; [0.594662, 1.2155])
[2.74921, 2.75019] ; ([-2.15476, -2.146] ; [-0.748433, -0.726082] ; [0.408003, 0.475321] ; [0.564148, 1.18745])
[2.75019, 2.75116] ; ([-2.15549, -2.14671] ; [-0.748513, -0.726078] ; [0.408571, 0.476434] ; [0.53359, 1.15941])
[2.75116, 2.75214] ; ([-2.15622, -2.14742] ; [-0.748597, -0.726081] ; [0.409109, 0.477519] ; [0.503039, 1.13134])
[2.75214, 2.75311] ; ([-2.15694, -2.14813] ; [-0.748685, -0.72609] ; [0.409617, 0.478576] ; [0.472493, 1.10323])
[2.75311, 2.75409] ; ([-2.15767, -2.14884] ; [-0.748777, -0.726106] ; [0.410095, 0.479605] ; [0.441953, 1.07509])
[2.75409, 2.75506] ; ([-2.1584, -2.14955] ; [-0.748872, -0.726127] ; [0.410543, 0.480607] ; [0.411419, 1.04692])
[2.75506, 2.75603] ; ([-2.15913, -2.15026] ; [-0.748974, -0.726153] ; [0.410962, 0.48158] ; [0.380849, 1.01877])
[2.75603, 2.75701] ; ([-2.15986, -2.15097] ; [-0.749078, -0.726185] ; [0.41135, 0.482525] ; [0.350289, 0.990596])
[2.75701, 2.75798] ; ([-2.16058, -2.15167] ; [-0.749186, -0.726222] ; [0.411708, 0.483443] ; [0.319742, 0.962394])
[2.75798, 2.75895] ; ([-2.16131, -2.15238] ; [-0.749298, -0.726264] ; [0.412037, 0.484332] ; [0.289206, 0.93417])
[2.75895, 2.75992] ; ([-2.16204, -2.15309] ; [-0.749413, -0.726311] ; [0.412336, 0.485194] ; [0.258683, 0.905928])
[2.75992, 2.76089] ; ([-2.16277, -2.15379] ; [-0.749534, -0.726362] ; [0.412605, 0.486028] ; [0.228131, 0.877711])
[2.76089, 2.76187] ; ([-2.16349, -2.1545] ; [-0.749658, -0.726417] ; [0.412844, 0.486834] ; [0.197483, 0.849589])
[2.76187, 2.76284] ; ([-2.16422, -2.15521] ; [-0.749785, -0.726478] ; [0.413053, 0.487613] ; [0.166854, 0.821453])
[2.76284, 2.76381] ; ([-2.16495, -2.15591] ; [-0.749916, -0.726542] ; [0.413232, 0.488363] ; [0.136245, 0.793306])
[2.76381, 2.76478] ; ([-2.16567, -2.15662] ; [-0.75005, -0.726611] ; [0.413382, 0.489086] ; [0.105657, 0.765149])
[2.76478, 2.76574] ; ([-2.1664, -2.15732] ; [-0.750189, -0.726682] ; [0.413502, 0.489782] ; [0.0750323, 0.737045])
[2.76574, 2.76671] ; ([-2.16712, -2.15803] ; [-0.750331, -0.726758] ; [0.413593, 0.49045] ; [0.0444339, 0.708933])
[2.76671, 2.76768] ; ([-2.16785, -2.15873] ; [-0.750476, -0.726837] ; [0.413653, 0.49109] ; [0.0138627, 0.680817])
[2.76768, 2.76865] ; ([-2.16857, -2.15944] ; [-0.750625, -0.72692] ; [0.413684, 0.491703] ; [-0.0166927, 0.652714])
[2.76865, 2.76961] ; ([-2.1693, -2.16014] ; [-0.750776, -0.727007] ; [0.413686, 0.492288] ; [-0.0472194, 0.624612])
[2.76961, 2.77058] ; ([-2.17002, -2.16085] ; [-0.750932, -0.727096] ; [0.413658, 0.492845] ; [-0.0777656, 0.596564])
[2.77058, 2.77155] ; ([-2.17075, -2.16155] ; [-0.751092, -0.727188] ; [0.413601, 0.493376] ; [-0.108281, 0.568524])
[2.77155, 2.77251] ; ([-2.17147, -2.16225] ; [-0.751254, -0.727283] ; [0.413514, 0.493879] ; [-0.138765, 0.540496])
[2.77251, 2.77348] ; ([-2.1722, -2.16296] ; [-0.751418, -0.727382] ; [0.413398, 0.494354] ; [-0.169216, 0.512483])
[2.77348, 2.77444] ; ([-2.17292, -2.16366] ; [-0.751586, -0.727484] ; [0.413252, 0.494803] ; [-0.199634, 0.484488])
[2.77444, 2.7754] ; ([-2.17364, -2.16436] ; [-0.751759, -0.727586] ; [0.413078, 0.495224] ; [-0.230058, 0.456553])
[2.7754, 2.77637] ; ([-2.17437, -2.16506] ; [-0.751934, -0.727692] ; [0.412874, 0.495618] ; [-0.260438, 0.428634])
[2.77637, 2.77733] ; ([-2.17509, -2.16576] ; [-0.752112, -0.727801] ; [0.412641, 0.495984] ; [-0.290774, 0.400735])
[2.77733, 2.77829] ; ([-2.17581, -2.16647] ; [-0.752292, -0.727912] ; [0.412379, 0.496324] ; [-0.321076, 0.37287])
[2.77829, 2.77925] ; ([-2.17653, -2.16717] ; [-0.752475, -0.728026] ; [0.412088, 0.496637] ; [-0.351332, 0.345031])
[2.77925, 2.78021] ; ([-2.17725, -2.16787] ; [-0.752664, -0.72814] ; [0.411751, 0.49694] ; [-0.381588, 0.317268])
[2.78021, 2.78117] ; ([-2.17798, -2.16857] ; [-0.752855, -0.728257] ; [0.411375, 0.497226] ; [-0.411787, 0.289538])
[2.78117, 2.78213] ; ([-2.1787, -2.16927] ; [-0.753049, -0.728375] ; [0.41097, 0.497486] ; [-0.441928, 0.26185])
[2.78213, 2.78309] ; ([-2.17942, -2.16997] ; [-0.753246, -0.728494] ; [0.410537, 0.497719] ; [-0.472009, 0.23421])
[2.78309, 2.78404] ; ([-2.18014, -2.17066] ; [-0.753448, -0.728614] ; [0.410076, 0.497925] ; [-0.502062, 0.206654])
[2.78404, 2.785] ; ([-2.18085, -2.17136] ; [-0.753653, -0.728735] ; [0.409586, 0.498105] ; [-0.532049, 0.179149])
[2.785, 2.78595] ; ([-2.18157, -2.17206] ; [-0.75386, -0.728858] ; [0.409069, 0.498258] ; [-0.561965, 0.151696])
[2.78595, 2.7869] ; ([-2.18229, -2.17275] ; [-0.754071, -0.728983] ; [0.408524, 0.498385] ; [-0.591817, 0.124304])
[2.7869, 2.78786] ; ([-2.18301, -2.17345] ; [-0.754284, -0.729109] ; [0.407954, 0.498482] ; [-0.621632, 0.0970067])
[2.78786, 2.78881] ; ([-2.18372, -2.17415] ; [-0.754501, -0.729235] ; [0.407356, 0.498555] ; [-0.651354, 0.0697509])
[2.78881, 2.78976] ; ([-2.18444, -2.17484] ; [-0.75472, -0.729364] ; [0.40673, 0.498601] ; [-0.680981, 0.0425396])
[2.78976, 2.7907] ; ([-2.18515, -2.17553] ; [-0.754942, -0.729494] ; [0.406078, 0.49862] ; [-0.710512, 0.0153764])
[2.7907, 2.79165] ; ([-2.18587, -2.17622] ; [-0.755167, -0.729623] ; [0.4054, 0.498613] ; [-0.739979, -0.0117033])
[2.79165, 2.79259] ; ([-2.18658, -2.17692] ; [-0.755395, -0.729755] ; [0.404696, 0.49858] ; [-0.769345, -0.0387319])
[2.79259, 2.79354] ; ([-2.18729, -2.17761] ; [-0.755626, -0.729888] ; [0.403966, 0.49852] ; [-0.798609, -0.0657056])
[2.79354, 2.79448] ; ([-2.188, -2.1783] ; [-0.755859, -0.730022] ; [0.40321, 0.498434] ; [-0.827771, -0.0926215])
[2.79448, 2.79542] ; ([-2.18871, -2.17899] ; [-0.756096, -0.730156] ; [0.402429, 0.498322] ; [-0.856861, -0.119445])
[2.79542, 2.79636] ; ([-2.18942, -2.17967] ; [-0.756338, -0.730289] ; [0.401615, 0.498191] ; [-0.885844, -0.146207])
[2.79636, 2.7973] ; ([-2.19013, -2.18036] ; [-0.756582, -0.730423] ; [0.400775, 0.498036] ; [-0.914717, -0.172904])
[2.7973, 2.79824] ; ([-2.19084, -2.18105] ; [-0.75683, -0.730557] ; [0.399909, 0.497856] ; [-0.943505, -0.199506])
[2.79824, 2.79917] ; ([-2.19155, -2.18173] ; [-0.757081, -0.730692] ; [0.399018, 0.497651] ; [-0.972178, -0.226039])
[2.79917, 2.80011] ; ([-2.19225, -2.18242] ; [-0.757334, -0.730829] ; [0.398102, 0.497422] ; [-1.00074, -0.252497])
[2.80011, 2.80104] ; ([-2.19296, -2.1831] ; [-0.757591, -0.730965] ; [0.39716, 0.497169] ; [-1.0292, -0.278853])
[2.80104, 2.80197] ; ([-2.19366, -2.18378] ; [-0.75785, -0.731102] ; [0.396194, 0.496891] ; [-1.05755, -0.305131])
[2.80197, 2.8029] ; ([-2.19437, -2.18447] ; [-0.758114, -0.731239] ; [0.395204, 0.496589] ; [-1.0858, -0.33131])
[2.8029, 2.80383] ; ([-2.19507, -2.18515] ; [-0.758379, -0.731377] ; [0.394188, 0.496264] ; [-1.11425, -0.357075])
[2.80383, 2.80475] ; ([-2.19577, -2.18583] ; [-0.758649, -0.731515] ; [0.393149, 0.495916] ; [-1.14259, -0.382738])
[2.80475, 2.80568] ; ([-2.19647, -2.1865] ; [-0.758921, -0.731654] ; [0.392085, 0.495544] ; [-1.17081, -0.408312])
[2.80568, 2.8066] ; ([-2.19717, -2.18718] ; [-0.759196, -0.731792] ; [0.390998, 0.49515] ; [-1.19892, -0.433777])
[2.8066, 2.80752] ; ([-2.19787, -2.18786] ; [-0.759474, -0.731932] ; [0.389887, 0.494733] ; [-1.2269, -0.45915])
[2.80752, 2.80844] ; ([-2.19856, -2.18853] ; [-0.759756, -0.732071] ; [0.388752, 0.494293] ; [-1.25476, -0.484409])
[2.80844, 2.80935] ; ([-2.19926, -2.1892] ; [-0.760041, -0.732211] ; [0.387595, 0.493831] ; [-1.28249, -0.509563])
[2.80935, 2.81027] ; ([-2.19995, -2.18988] ; [-0.760329, -0.732352] ; [0.386414, 0.493347] ; [-1.31023, -0.534486])
[2.81027, 2.81118] ; ([-2.20064, -2.19055] ; [-0.76062, -0.732494] ; [0.385211, 0.492841] ; [-1.33784, -0.559289])
[2.81118, 2.81209] ; ([-2.20134, -2.19122] ; [-0.760914, -0.732635] ; [0.383985, 0.492314] ; [-1.36536, -0.583943])
[2.81209, 2.813] ; ([-2.20203, -2.19188] ; [-0.761212, -0.732777] ; [0.382737, 0.491766] ; [-1.39276, -0.608473])
[2.813, 2.8139] ; ([-2.20272, -2.19255] ; [-0.761512, -0.732919] ; [0.381467, 0.491196] ; [-1.42004, -0.632876])
[2.8139, 2.81481] ; ([-2.2034, -2.19322] ; [-0.761817, -0.733061] ; [0.380176, 0.490606] ; [-1.44722, -0.657124])
[2.81481, 2.81571] ; ([-2.20409, -2.19388] ; [-0.762124, -0.733204] ; [0.378863, 0.489995] ; [-1.47427, -0.681243])
[2.81571, 2.81661] ; ([-2.20477, -2.19454] ; [-0.762435, -0.733348] ; [0.377529, 0.489363] ; [-1.5012, -0.705229])
[2.81661, 2.81751] ; ([-2.20546, -2.1952] ; [-0.762748, -0.733492] ; [0.376174, 0.488712] ; [-1.528, -0.729079])
[2.81751, 2.8184] ; ([-2.20614, -2.19586] ; [-0.763067, -0.733635] ; [0.374798, 0.488041] ; [-1.5547, -0.75276])
[2.8184, 2.8193] ; ([-2.20682, -2.19652] ; [-0.763388, -0.73378] ; [0.373402, 0.48735] ; [-1.58127, -0.776303])
[2.8193, 2.82019] ; ([-2.2075, -2.19718] ; [-0.763712, -0.733925] ; [0.371986, 0.48664] ; [-1.60771, -0.799707])
[2.82019, 2.82108] ; ([-2.20818, -2.19783] ; [-0.764039, -0.734071] ; [0.37055, 0.485911] ; [-1.63402, -0.822968])
[2.82108, 2.82196] ; ([-2.20886, -2.19849] ; [-0.764371, -0.734216] ; [0.369095, 0.485163] ; [-1.6602, -0.846056])
[2.82196, 2.82285] ; ([-2.20953, -2.19914] ; [-0.764705, -0.734363] ; [0.367623, 0.484397] ; [-1.68622, -0.868985])
[2.82285, 2.82373] ; ([-2.2102, -2.19979] ; [-0.765041, -0.73451] ; [0.366133, 0.483613] ; [-1.71209, -0.891747])
[2.82373, 2.8246] ; ([-2.21087, -2.20044] ; [-0.765382, -0.734657] ; [0.364625, 0.482813] ; [-1.73782, -0.914315])
[2.8246, 2.82548] ; ([-2.21154, -2.20108] ; [-0.765726, -0.734804] ; [0.363101, 0.481995] ; [-1.76338, -0.936714])
[2.82548, 2.82635] ; ([-2.21221, -2.20172] ; [-0.766073, -0.734953] ; [0.36156, 0.481161] ; [-1.78879, -0.958944])
[2.82635, 2.82721] ; ([-2.21287, -2.20237] ; [-0.766423, -0.7351] ; [0.360003, 0.48031] ; [-1.81406, -0.980979])
[2.82721, 2.82808] ; ([-2.21353, -2.203] ; [-0.766777, -0.735249] ; [0.358429, 0.479444] ; [-1.83917, -1.00284])
[2.82808, 2.82894] ; ([-2.21419, -2.20364] ; [-0.767134, -0.735398] ; [0.35684, 0.478561] ; [-1.86412, -1.02454])
[2.82894, 2.8298] ; ([-2.21485, -2.20427] ; [-0.767495, -0.735547] ; [0.355235, 0.477664] ; [-1.88894, -1.04603])
[2.8298, 2.83065] ; ([-2.2155, -2.20491] ; [-0.7679, -0.735657] ; [0.353613, 0.476754] ; [-1.91674, -1.06421])
[2.83065, 2.8315] ; ([-2.21615, -2.20554] ; [-0.768299, -0.735774] ; [0.351974, 0.475831] ; [-1.94426, -1.08232])
[2.8315, 2.83235] ; ([-2.2168, -2.20616] ; [-0.768696, -0.735899] ; [0.350325, 0.474891] ; [-1.97151, -1.10034])
[2.83235, 2.83319] ; ([-2.21745, -2.20679] ; [-0.76909, -0.73603] ; [0.348654, 0.473946] ; [-1.99849, -1.11826])
[2.83319, 2.83403] ; ([-2.2181, -2.20741] ; [-0.769483, -0.736165] ; [0.346967, 0.472989] ; [-2.02522, -1.13609])
[2.83403, 2.83487] ; ([-2.21874, -2.20803] ; [-0.769875, -0.736305] ; [0.345265, 0.472022] ; [-2.05169, -1.15382])
[2.83487, 2.8357] ; ([-2.21938, -2.20865] ; [-0.770267, -0.73645] ; [0.343549, 0.471044] ; [-2.07793, -1.17145])
[2.8357, 2.83653] ; ([-2.22002, -2.20926] ; [-0.77066, -0.736597] ; [0.341823, 0.470049] ; [-2.1039, -1.18898])
[2.83653, 2.83736] ; ([-2.22066, -2.20987] ; [-0.771057, -0.736744] ; [0.340089, 0.469037] ; [-2.12963, -1.20642])
[2.83736, 2.83818] ; ([-2.22129, -2.21048] ; [-0.771455, -0.736894] ; [0.338347, 0.46801] ; [-2.15511, -1.22375])
[2.83818, 2.839] ; ([-2.22192, -2.21109] ; [-0.771854, -0.737048] ; [0.336597, 0.466967] ; [-2.18035, -1.24099])
[2.839, 2.83982] ; ([-2.22255, -2.2117] ; [-0.772255, -0.737203] ; [0.33484, 0.465908] ; [-2.20535, -1.25812])
[2.83982, 2.84063] ; ([-2.22318, -2.2123] ; [-0.772657, -0.737362] ; [0.333074, 0.464833] ; [-2.23012, -1.27514])
[2.84063, 2.84144] ; ([-2.2238, -2.2129] ; [-0.773063, -0.737521] ; [0.3313, 0.463744] ; [-2.25468, -1.29206])
[2.84144, 2.84225] ; ([-2.22443, -2.2135] ; [-0.773474, -0.737679] ; [0.329514, 0.46264] ; [-2.27908, -1.30886])
[2.84225, 2.84306] ; ([-2.22505, -2.2141] ; [-0.773889, -0.73784] ; [0.327717, 0.461518] ; [-2.30331, -1.3256])
[2.84306, 2.84387] ; ([-2.22568, -2.2147] ; [-0.774308, -0.738003] ; [0.325908, 0.460379] ; [-2.32738, -1.34226])
[2.84387, 2.84468] ; ([-2.2263, -2.21529] ; [-0.774731, -0.738168] ; [0.324088, 0.459223] ; [-2.35129, -1.35884])
[2.84468, 2.84548] ; ([-2.22692, -2.21589] ; [-0.775157, -0.738335] ; [0.322258, 0.458051] ; [-2.37503, -1.37535])
[2.84548, 2.84628] ; ([-2.22754, -2.21648] ; [-0.775587, -0.738504] ; [0.320416, 0.456861] ; [-2.3986, -1.39178])
