[-0.00012218, 0] ; ([0.0383972, 0.0383972] ; [0, 0] ; [0.872665, 0.872665] ; [0, 0])
[3.63953, 3.64059] ; ([-4.61065, -4.59282] ; [-1.38603, -1.33365] ; [-0.264603, -0.133792] ; [0.764479, 1.52449])
[3.64059, 3.64165] ; ([-4.61211, -4.59424] ; [-1.38592, -1.33313] ; [-0.263754, -0.132203] ; [0.774066, 1.5406])
[3.64165, 3.6427] ; ([-4.61357, -4.59565] ; [-1.3858, -1.33261] ; [-0.262893, -0.130605] ; [0.783548, 1.55654])
[3.6427, 3.64375] ; ([-4.61503, -4.59706] ; [-1.38567, -1.33208] ; [-0.262022, -0.129] ; [0.792923, 1.57232])
[3.64375, 3.6448] ; ([-4.61648, -4.59846] ; [-1.38552, -1.33156] ; [-0.26114, -0.127387] ; [0.802194, 1.58794])
[3.6448, 3.64584] ; ([-4.61792, -4.59986] ; [-1.38536, -1.33104] ; [-0.260247, -0.125767] ; [0.811361, 1.60341])
[3.64584, 3.64688] ; ([-4.61936, -4.60125] ; [-1.3852, -1.33052] ; [-0.259343, -0.124139] ; [0.820425, 1.61871])
[3.64688, 3.64792] ; ([-4.6208, -4.60264] ; [-1.38502, -1.33] ; [-0.258429, -0.122504] ; [0.829385, 1.63385])
[3.64792, 3.64896] ; ([-4.62223, -4.60402] ; [-1.38483, -1.32948] ; [-0.257505, -0.120861] ; [0.838244, 1.64884])
[3.64896, 3.64999] ; ([-4.62366, -4.6054] ; [-1.38465, -1.32894] ; [-0.25657, -0.119212] ; [0.846989, 1.66368])
[3.64999, 3.65102] ; ([-4.62508, -4.60678] ; [-1.38447, -1.32839] ; [-0.255626, -0.117555] ; [0.855685, 1.67832])
[3.65102, 3.65205] ; ([-4.6265, -4.60815] ; [-1.38438, -1.32774] ; [-0.254672, -0.115892] ; [0.863961, 1.69312])
[3.65205, 3.65307] ; ([-4.62791, -4.60951] ; [-1.38427, -1.32709] ; [-0.253708, -0.114223] ; [0.872037, 1.70785])
[3.65307, 3.65409] ; ([-4.62932, -4.61087] ; [-1.38415, -1.32646] ; [-0.252736, -0.112547] ; [0.880003, 1.72243])
[3.65409, 3.65511] ; ([-4.63073, -4.61223] ; [-1.38401, -1.32582] ; [-0.251755, -0.110866] ; [0.88786, 1.73685])
[3.65511, 3.65612] ; ([-4.63213, -4.61358] ; [-1.38385, -1.3252] ; [-0.250766, -0.109179] ; [0.895608, 1.75112])
[3.65612, 3.65713] ; ([-4.63352, -4.61492] ; [-1.38368, -1.32457] ; [-0.249768, -0.107487] ; [0.90325, 1.76523])
[3.65713, 3.65814] ; ([-4.63491, -4.61627] ; [-1.3835, -1.32395] ; [-0.248763, -0.105788] ; [0.910785, 1.77919])
[3.65814, 3.65914] ; ([-4.6363, -4.6176] ; [-1.38337, -1.32327] ; [-0.24775, -0.104084] ; [0.918013, 1.79321])
[3.65914, 3.66015] ; ([-4.63768, -4.61893] ; [-1.38323, -1.32259] ; [-0.246729, -0.102374] ; [0.925109, 1.8071])
[3.66015, 3.66115] ; ([-4.63906, -4.62026] ; [-1.38308, -1.32191] ; [-0.2457, -0.10066] ; [0.932067, 1.82087])
[3.66115, 3.66214] ; ([-4.64044, -4.62158] ; [-1.38293, -1.32122] ; [-0.244665, -0.0989398] ; [0.93889, 1.83451])
[3.66214, 3.66313] ; ([-4.64181, -4.6229] ; [-1.38277, -1.32053] ; [-0.243623, -0.0972151] ; [0.945576, 1.84804])
[3.66313, 3.66412] ; ([-4.64317, -4.62421] ; [-1.3826, -1.31984] ; [-0.242574, -0.0954855] ; [0.952128, 1.86145])
[3.66412, 3.66511] ; ([-4.64453, -4.62552] ; [-1.38245, -1.31913] ; [-0.241519, -0.0937511] ; [0.958534, 1.87474])
[3.66511, 3.66609] ; ([-4.64589, -4.62683] ; [-1.38227, -1.31843] ; [-0.240457, -0.0920121] ; [0.964903, 1.88783])
[3.66609, 3.66707] ; ([-4.64724, -4.62813] ; [-1.38207, -1.31774] ; [-0.239388, -0.0902686] ; [0.971097, 1.90084])
[3.66707, 3.66805] ; ([-4.64859, -4.62942] ; [-1.38186, -1.31706] ; [-0.238314, -0.0885204] ; [0.977186, 1.9137])
[3.66805, 3.66903] ; ([-4.64994, -4.63071] ; [-1.38168, -1.31634] ; [-0.237234, -0.0867675] ; [0.983061, 1.92654])
[3.66903, 3.67] ; ([-4.65128, -4.632] ; [-1.38148, -1.31562] ; [-0.236148, -0.0850104] ; [0.988806, 1.93926])
[3.67, 3.67097] ; ([-4.65262, -4.63328] ; [-1.38128, -1.3149] ; [-0.235056, -0.0832489] ; [0.994419, 1.95186])
[3.67097, 3.67194] ; ([-4.65395, -4.63456] ; [-1.38108, -1.31418] ; [-0.233959, -0.0814832] ; [0.9999, 1.96435])
[3.67194, 3.6729] ; ([-4.65528, -4.63583] ; [-1.38086, -1.31346] ; [-0.232856, -0.0797134] ; [1.00525, 1.97673])
[3.6729, 3.67386] ; ([-4.65661, -4.6371] ; [-1.38064, -1.31274] ; [-0.231749, -0.0779395] ; [1.01047, 1.989])
[3.67386, 3.67482] ; ([-4.65793, -4.63837] ; [-1.38042, -1.31201] ; [-0.230636, -0.0761616] ; [1.01556, 2.00116])
[3.67482, 3.67578] ; ([-4.65925, -4.63963] ; [-1.38018, -1.31128] ; [-0.229519, -0.0743797] ; [1.02052, 2.01321])
[3.67578, 3.67674] ; ([-4.66056, -4.64089] ; [-1.37995, -1.31055] ; [-0.228397, -0.0725939] ; [1.02535, 2.02515])
[3.67674, 3.67769] ; ([-4.66187, -4.64214] ; [-1.3797, -1.30982] ; [-0.22727, -0.0708043] ; [1.03005, 2.03699])
[3.67769, 3.67864] ; ([-4.66318, -4.64339] ; [-1.37945, -1.30908] ; [-0.226139, -0.0690109] ; [1.03462, 2.04871])
[3.67864, 3.67959] ; ([-4.66448, -4.64464] ; [-1.3792, -1.30834] ; [-0.225003, -0.0672138] ; [1.03906, 2.06034])
[3.67959, 3.68053] ; ([-4.66579, -4.64588] ; [-1.37896, -1.30758] ; [-0.224008, -0.0652693] ; [1.04335, 2.07188])
[3.68053, 3.68147] ; ([-4.66708, -4.64712] ; [-1.37872, -1.30682] ; [-0.223007, -0.0633225] ; [1.04749, 2.08333])
[3.68147, 3.68241] ; ([-4.66837, -4.64835] ; [-1.37848, -1.30604] ; [-0.222003, -0.0613734] ; [1.0515, 2.09469])
[3.68241, 3.68335] ; ([-4.66966, -4.64958] ; [-1.37823, -1.30527] ; [-0.220995, -0.0594221] ; [1.05535, 2.10595])
[3.68335, 3.68428] ; ([-4.67095, -4.6508] ; [-1.37799, -1.30449] ; [-0.219983, -0.0574686] ; [1.05907, 2.11712])
[3.68428, 3.68522] ; ([-4.67223, -4.65203] ; [-1.37774, -1.3037] ; [-0.218969, -0.0555131] ; [1.06264, 2.1282])
[3.68522, 3.68614] ; ([-4.67351, -4.65324] ; [-1.37755, -1.30284] ; [-0.21797, -0.053536] ; [1.06267, 2.14259])
[3.68614, 3.68707] ; ([-4.67478, -4.65446] ; [-1.37734, -1.30201] ; [-0.216974, -0.0515525] ; [1.06276, 2.15669])
[3.68707, 3.68799] ; ([-4.67605, -4.65566] ; [-1.37708, -1.30121] ; [-0.215969, -0.0495739] ; [1.0629, 2.17051])
[3.68799, 3.68891] ; ([-4.67731, -4.65687] ; [-1.3768, -1.30044] ; [-0.214957, -0.0475999] ; [1.06308, 2.18404])
[3.68891, 3.68983] ; ([-4.67857, -4.65807] ; [-1.37648, -1.29969] ; [-0.213936, -0.0456302] ; [1.06329, 2.19732])
[3.68983, 3.69075] ; ([-4.67983, -4.65926] ; [-1.37614, -1.29896] ; [-0.212907, -0.0436646] ; [1.06353, 2.21033])
[3.69075, 3.69166] ; ([-4.68108, -4.66045] ; [-1.37576, -1.29826] ; [-0.21187, -0.0417028] ; [1.0638, 2.2231])
[3.69166, 3.69257] ; ([-4.68233, -4.66164] ; [-1.37539, -1.29755] ; [-0.210826, -0.0397438] ; [1.06354, 2.23618])
[3.69257, 3.69348] ; ([-4.68358, -4.66283] ; [-1.37502, -1.29683] ; [-0.209774, -0.037788] ; [1.06331, 2.24901])
[3.69348, 3.69439] ; ([-4.68482, -4.66401] ; [-1.37465, -1.2961] ; [-0.208714, -0.0358355] ; [1.06314, 2.26156])
[3.69439, 3.69529] ; ([-4.68606, -4.66519] ; [-1.37428, -1.29537] ; [-0.207647, -0.0338864] ; [1.063, 2.27387])
[3.69529, 3.69619] ; ([-4.6873, -4.66636] ; [-1.37392, -1.29462] ; [-0.206572, -0.0319406] ; [1.06289, 2.28592])
[3.69619, 3.69709] ; ([-4.68854, -4.66753] ; [-1.37356, -1.29387] ; [-0.205491, -0.0299983] ; [1.06281, 2.29774])
[3.69709, 3.69799] ; ([-4.68977, -4.6687] ; [-1.37319, -1.29312] ; [-0.204402, -0.0280595] ; [1.06276, 2.30932])
[3.69799, 3.69889] ; ([-4.69099, -4.66986] ; [-1.37283, -1.29235] ; [-0.203306, -0.0261242] ; [1.06271, 2.32067])
[3.69889, 3.69978] ; ([-4.69222, -4.67102] ; [-1.37248, -1.29158] ; [-0.202203, -0.0241925] ; [1.06268, 2.3318])
[3.69978, 3.70068] ; ([-4.69344, -4.67218] ; [-1.37212, -1.2908] ; [-0.201093, -0.0222644] ; [1.06266, 2.34271])
[3.70068, 3.70157] ; ([-4.69466, -4.67334] ; [-1.37176, -1.29002] ; [-0.199977, -0.0203401] ; [1.06264, 2.35342])
[3.70157, 3.70246] ; ([-4.69588, -4.67449] ; [-1.37141, -1.28923] ; [-0.198854, -0.0184194] ; [1.06262, 2.36391])
[3.70246, 3.70334] ; ([-4.69709, -4.67564] ; [-1.37106, -1.28844] ; [-0.197724, -0.0165025] ; [1.06257, 2.37423])
[3.70334, 3.70423] ; ([-4.6983, -4.67678] ; [-1.3707, -1.28764] ; [-0.196588, -0.0145894] ; [1.06251, 2.38435])
[3.70423, 3.70511] ; ([-4.69951, -4.67792] ; [-1.37035, -1.28683] ; [-0.195445, -0.01268] ; [1.06245, 2.39427])
[3.70511, 3.70599] ; ([-4.70071, -4.67906] ; [-1.36999, -1.28603] ; [-0.194296, -0.0107746] ; [1.06237, 2.404])
[3.70599, 3.70687] ; ([-4.70191, -4.6802] ; [-1.36963, -1.28522] ; [-0.193141, -0.00887294] ; [1.06228, 2.41354])
[3.70687, 3.70775] ; ([-4.70311, -4.68133] ; [-1.36927, -1.28441] ; [-0.19198, -0.00697519] ; [1.06216, 2.42291])
[3.70775, 3.70863] ; ([-4.70431, -4.68246] ; [-1.36891, -1.28359] ; [-0.190813, -0.00508134] ; [1.06203, 2.43209])
[3.70863, 3.7095] ; ([-4.70551, -4.68359] ; [-1.36854, -1.28277] ; [-0.189639, -0.00319142] ; [1.06188, 2.44109])
[3.7095, 3.71037] ; ([-4.7067, -4.68472] ; [-1.36818, -1.28195] ; [-0.18846, -0.00130544] ; [1.06171, 2.44991])
[3.71037, 3.71125] ; ([-4.70789, -4.68584] ; [-1.36781, -1.28113] ; [-0.187275, 0.000576579] ; [1.06151, 2.45857])
[3.71125, 3.71212] ; ([-4.70907, -4.68696] ; [-1.36744, -1.2803] ; [-0.186084, 0.0024546] ; [1.06129, 2.46705])
[3.71212, 3.71298] ; ([-4.71026, -4.68807] ; [-1.36707, -1.27948] ; [-0.184888, 0.00432862] ; [1.06104, 2.47537])
[3.71298, 3.71385] ; ([-4.71144, -4.68919] ; [-1.3667, -1.27865] ; [-0.183685, 0.0061986] ; [1.06076, 2.48352])
[3.71385, 3.71472] ; ([-4.71262, -4.6903] ; [-1.36633, -1.27781] ; [-0.182478, 0.00806459] ; [1.06039, 2.49155])
[3.71472, 3.71558] ; ([-4.7138, -4.69141] ; [-1.36595, -1.27697] ; [-0.181264, 0.00992652] ; [1.06, 2.49944])
[3.71558, 3.71644] ; ([-4.71497, -4.69251] ; [-1.36558, -1.27614] ; [-0.180045, 0.0117844] ; [1.05956, 2.50716])
[3.71644, 3.71731] ; ([-4.71615, -4.69362] ; [-1.3652, -1.2753] ; [-0.178821, 0.0136382] ; [1.05909, 2.51474])
[3.71731, 3.71817] ; ([-4.71732, -4.69472] ; [-1.36482, -1.27446] ; [-0.177592, 0.0154879] ; [1.05857, 2.52216])
[3.71817, 3.71902] ; ([-4.71849, -4.69582] ; [-1.36443, -1.27362] ; [-0.176357, 0.0173335] ; [1.05802, 2.52944])
[3.71902, 3.71988] ; ([-4.71965, -4.69691] ; [-1.36404, -1.27278] ; [-0.175117, 0.0191751] ; [1.05743, 2.53657])
[3.71988, 3.72074] ; ([-4.72082, -4.69801] ; [-1.36365, -1.27194] ; [-0.173873, 0.0210125] ; [1.05679, 2.54355])
[3.72074, 3.72159] ; ([-4.72198, -4.6991] ; [-1.36326, -1.2711] ; [-0.172623, 0.0228459] ; [1.05612, 2.55039])
[3.72159, 3.72245] ; ([-4.72314, -4.70019] ; [-1.36286, -1.27026] ; [-0.171368, 0.0246751] ; [1.0554, 2.55708])
[3.72245, 3.7233] ; ([-4.7243, -4.70128] ; [-1.36245, -1.26942] ; [-0.170108, 0.0265002] ; [1.05463, 2.56363])
[3.7233, 3.72415] ; ([-4.72546, -4.70236] ; [-1.36204, -1.26859] ; [-0.168843, 0.0283211] ; [1.05383, 2.57004])
[3.72415, 3.725] ; ([-4.72661, -4.70344] ; [-1.36163, -1.26775] ; [-0.167573, 0.030138] ; [1.05298, 2.57631])
[3.725, 3.72585] ; ([-4.72777, -4.70453] ; [-1.36121, -1.26692] ; [-0.166299, 0.0319507] ; [1.05209, 2.58244])
[3.72585, 3.7267] ; ([-4.72892, -4.7056] ; [-1.36079, -1.26609] ; [-0.165019, 0.0337593] ; [1.05115, 2.58844])
[3.7267, 3.72755] ; ([-4.73007, -4.70668] ; [-1.36037, -1.26526] ; [-0.163735, 0.0355638] ; [1.05017, 2.5943])
[3.72755, 3.72839] ; ([-4.73122, -4.70776] ; [-1.35994, -1.26443] ; [-0.162447, 0.0373642] ; [1.04914, 2.60002])
[3.72839, 3.72924] ; ([-4.73236, -4.70883] ; [-1.35951, -1.2636] ; [-0.161153, 0.0391604] ; [1.04807, 2.60561])
[3.72924, 3.73008] ; ([-4.73351, -4.7099] ; [-1.35907, -1.26277] ; [-0.159855, 0.0409524] ; [1.04695, 2.61106])
[3.73008, 3.73093] ; ([-4.73465, -4.71097] ; [-1.35864, -1.26193] ; [-0.158553, 0.0427404] ; [1.04559, 2.61658])
[3.73093, 3.73177] ; ([-4.7358, -4.71204] ; [-1.3582, -1.2611] ; [-0.157246, 0.0445241] ; [1.04418, 2.62197])
[3.73177, 3.73261] ; ([-4.73694, -4.7131] ; [-1.35776, -1.26028] ; [-0.155935, 0.0463036] ; [1.04272, 2.62724])
[3.73261, 3.73345] ; ([-4.73808, -4.71417] ; [-1.35731, -1.25945] ; [-0.154619, 0.0480789] ; [1.04121, 2.63237])
[3.73345, 3.7343] ; ([-4.73921, -4.71523] ; [-1.35686, -1.25862] ; [-0.1533, 0.0498505] ; [1.03965, 2.63738])
[3.7343, 3.73514] ; ([-4.74035, -4.71629] ; [-1.3564, -1.2578] ; [-0.151977, 0.0516179] ; [1.03804, 2.64226])
[3.73514, 3.73597] ; ([-4.74148, -4.71735] ; [-1.35595, -1.25698] ; [-0.150649, 0.0533811] ; [1.03638, 2.64702])
[3.73597, 3.73681] ; ([-4.74262, -4.71841] ; [-1.35548, -1.25615] ; [-0.149317, 0.0551404] ; [1.03467, 2.65166])
[3.73681, 3.73765] ; ([-4.74375, -4.71946] ; [-1.35502, -1.25533] ; [-0.147982, 0.0568953] ; [1.03292, 2.65616])
[3.73765, 3.73849] ; ([-4.74488, -4.72052] ; [-1.35455, -1.25452] ; [-0.146642, 0.0586464] ; [1.03114, 2.66051])
[3.73849, 3.73932] ; ([-4.74601, -4.72157] ; [-1.35408, -1.2537] ; [-0.145299, 0.0603933] ; [1.02932, 2.66473])
[3.73932, 3.74016] ; ([-4.74714, -4.72262] ; [-1.3536, -1.25289] ; [-0.143952, 0.0621361] ; [1.02745, 2.66882])
[3.74016, 3.741] ; ([-4.74827, -4.72367] ; [-1.35312, -1.25208] ; [-0.142601, 0.0638747] ; [1.02555, 2.67278])
[3.741, 3.74183] ; ([-4.74939, -4.72472] ; [-1.35263, -1.25127] ; [-0.141245, 0.0656087] ; [1.0236, 2.67662])
[3.74183, 3.74266] ; ([-4.75052, -4.72577] ; [-1.35215, -1.25046] ; [-0.139886, 0.067338] ; [1.02161, 2.68032])
[3.74266, 3.7435] ; ([-4.75164, -4.72681] ; [-1.35165, -1.24965] ; [-0.138522, 0.0690628] ; [1.01958, 2.68389])
[3.7435, 3.74433] ; ([-4.75277, -4.72786] ; [-1.35116, -1.24885] ; [-0.137154, 0.0707828] ; [1.01751, 2.68733])
[3.74433, 3.74516] ; ([-4.75389, -4.7289] ; [-1.35066, -1.24805] ; [-0.135782, 0.0724981] ; [1.01541, 2.69064])
[3.74516, 3.746] ; ([-4.75501, -4.72995] ; [-1.35016, -1.24724] ; [-0.134406, 0.0742088] ; [1.01325, 2.69382])
[3.746, 3.74683] ; ([-4.75613, -4.73099] ; [-1.34966, -1.24644] ; [-0.133026, 0.0759147] ; [1.01107, 2.69687])
[3.74683, 3.74766] ; ([-4.75725, -4.73203] ; [-1.34916, -1.24564] ; [-0.131641, 0.0776158] ; [1.00885, 2.69978])
[3.74766, 3.74849] ; ([-4.75837, -4.73307] ; [-1.34864, -1.24485] ; [-0.130253, 0.0793121] ; [1.0066, 2.70255])
[3.74849, 3.74932] ; ([-4.75949, -4.7341] ; [-1.34813, -1.24405] ; [-0.128865, 0.0810077] ; [1.00432, 2.70518])
[3.74932, 3.75015] ; ([-4.7606, -4.73514] ; [-1.34761, -1.24327] ; [-0.127473, 0.0826986] ; [1.00201, 2.70769])
[3.75015, 3.75099] ; ([-4.76172, -4.73618] ; [-1.34708, -1.24248] ; [-0.126077, 0.0843846] ; [0.99962, 2.71009])
[3.75099, 3.75182] ; ([-4.76283, -4.73721] ; [-1.34655, -1.2417] ; [-0.124679, 0.086067] ; [0.997126, 2.71243])
[3.75182, 3.75265] ; ([-4.76395, -4.73825] ; [-1.34602, -1.24093] ; [-0.123277, 0.087745] ; [0.994589, 2.71465])
[3.75265, 3.75348] ; ([-4.76506, -4.73928] ; [-1.34548, -1.24016] ; [-0.121871, 0.0894184] ; [0.992018, 2.71674])
[3.75348, 3.75431] ; ([-4.76618, -4.74031] ; [-1.34493, -1.23939] ; [-0.120462, 0.0910874] ; [0.989365, 2.71874])
[3.75431, 3.75514] ; ([-4.76729, -4.74134] ; [-1.34439, -1.23862] ; [-0.11905, 0.0927518] ; [0.98668, 2.72061])
[3.75514, 3.75597] ; ([-4.7684, -4.74237] ; [-1.34383, -1.23786] ; [-0.117634, 0.0944117] ; [0.983956, 2.72235])
[3.75597, 3.7568] ; ([-4.76951, -4.7434] ; [-1.34328, -1.2371] ; [-0.116215, 0.0960667] ; [0.981175, 2.72398])
[3.7568, 3.75762] ; ([-4.77062, -4.74443] ; [-1.34272, -1.23635] ; [-0.114793, 0.0977174] ; [0.978358, 2.72547])
[3.75762, 3.75845] ; ([-4.77173, -4.74546] ; [-1.34215, -1.2356] ; [-0.113368, 0.0993636] ; [0.97549, 2.72686])
[3.75845, 3.75928] ; ([-4.77284, -4.74649] ; [-1.34158, -1.23485] ; [-0.111939, 0.101005] ; [0.97258, 2.72812])
[3.75928, 3.76011] ; ([-4.77395, -4.74752] ; [-1.34101, -1.23411] ; [-0.110508, 0.102642] ; [0.969626, 2.72926])
[3.76011, 3.76094] ; ([-4.77506, -4.74854] ; [-1.34044, -1.23337] ; [-0.109073, 0.104274] ; [0.96663, 2.73028])
[3.76094, 3.76177] ; ([-4.77617, -4.74957] ; [-1.33986, -1.23263] ; [-0.107635, 0.105902] ; [0.96359, 2.73117])
[3.76177, 3.7626] ; ([-4.77728, -4.75059] ; [-1.33927, -1.2319] ; [-0.106194, 0.107525] ; [0.960506, 2.73194])
[3.7626, 3.76343] ; ([-4.77838, -4.75162] ; [-1.3387, -1.23116] ; [-0.104749, 0.109142] ; [0.957361, 2.73261])
[3.76343, 3.76426] ; ([-4.77949, -4.75264] ; [-1.33813, -1.23042] ; [-0.103302, 0.110753] ; [0.954179, 2.73316])
[3.76426, 3.76509] ; ([-4.78059, -4.75366] ; [-1.33755, -1.22968] ; [-0.101853, 0.112358] ; [0.950954, 2.73358])
[3.76509, 3.76592] ; ([-4.7817, -4.75469] ; [-1.33697, -1.22894] ; [-0.100403, 0.113957] ; [0.947686, 2.73389])
[3.76592, 3.76674] ; ([-4.7828, -4.75571] ; [-1.33639, -1.22821] ; [-0.0989502, 0.11555] ; [0.944348, 2.7341])
[3.76674, 3.76757] ; ([-4.7839, -4.75673] ; [-1.33581, -1.22748] ; [-0.0974962, 0.117136] ; [0.940969, 2.7342])
[3.76757, 3.7684] ; ([-4.785, -4.75774] ; [-1.33523, -1.22675] ; [-0.0960407, 0.118716] ; [0.937533, 2.73419])
[3.7684, 3.76922] ; ([-4.7861, -4.75876] ; [-1.33465, -1.22603] ; [-0.0945836, 0.120291] ; [0.934049, 2.73407])
[3.76922, 3.77005] ; ([-4.7872, -4.75978] ; [-1.33406, -1.22531] ; [-0.093125, 0.121859] ; [0.930515, 2.73384])
[3.77005, 3.77087] ; ([-4.7883, -4.76079] ; [-1.33348, -1.22459] ; [-0.0916651, 0.123421] ; [0.926931, 2.7335])
[3.77087, 3.7717] ; ([-4.78939, -4.7618] ; [-1.33289, -1.22388] ; [-0.0902037, 0.124976] ; [0.923299, 2.73305])
[3.7717, 3.77252] ; ([-4.79049, -4.76281] ; [-1.3323, -1.22317] ; [-0.0887411, 0.126526] ; [0.919618, 2.7325])
[3.77252, 3.77334] ; ([-4.79158, -4.76383] ; [-1.33171, -1.22246] ; [-0.0872771, 0.128069] ; [0.915887, 2.73183])
[3.77334, 3.77417] ; ([-4.79267, -4.76484] ; [-1.33112, -1.22176] ; [-0.0858128, 0.129607] ; [0.91113, 2.73204])
[3.77417, 3.77499] ; ([-4.79376, -4.76584] ; [-1.33052, -1.22106] ; [-0.0843468, 0.131138] ; [0.906325, 2.73214])
[3.77499, 3.77581] ; ([-4.79486, -4.76685] ; [-1.32993, -1.22036] ; [-0.0828793, 0.132663] ; [0.901469, 2.73213])
[3.77581, 3.77664] ; ([-4.79595, -4.76786] ; [-1.32933, -1.21967] ; [-0.0814104, 0.13418] ; [0.896565, 2.73201])
[3.77664, 3.77746] ; ([-4.79704, -4.76887] ; [-1.32873, -1.21898] ; [-0.0799402, 0.135691] ; [0.89161, 2.73179])
[3.77746, 3.77828] ; ([-4.79812, -4.76987] ; [-1.32813, -1.21829] ; [-0.0784686, 0.137196] ; [0.886605, 2.73147])
[3.77828, 3.7791] ; ([-4.79921, -4.77088] ; [-1.32755, -1.21759] ; [-0.0769959, 0.138693] ; [0.881366, 2.73122])
[3.7791, 3.77992] ; ([-4.8003, -4.77188] ; [-1.32697, -1.2169] ; [-0.0755304, 0.140193] ; [0.876109, 2.73084])
[3.77992, 3.78074] ; ([-4.80138, -4.77288] ; [-1.32638, -1.21621] ; [-0.0740637, 0.141685] ; [0.870789, 2.73037])
[3.78074, 3.78156] ; ([-4.80247, -4.77388] ; [-1.32579, -1.21552] ; [-0.0725969, 0.143171] ; [0.865453, 2.72977])
[3.78156, 3.78238] ; ([-4.80355, -4.77488] ; [-1.3252, -1.21484] ; [-0.0711296, 0.144651] ; [0.860054, 2.72907])
[3.78238, 3.7832] ; ([-4.80464, -4.77588] ; [-1.32461, -1.21416] ; [-0.0696618, 0.146124] ; [0.854616, 2.72826])
[3.7832, 3.78402] ; ([-4.80572, -4.77688] ; [-1.32402, -1.21349] ; [-0.068198, 0.147595] ; [0.849138, 2.72734])
[3.78402, 3.78484] ; ([-4.8068, -4.77788] ; [-1.32342, -1.21282] ; [-0.0667348, 0.149061] ; [0.84362, 2.72631])
[3.78484, 3.78566] ; ([-4.80788, -4.77888] ; [-1.32283, -1.21215] ; [-0.065272, 0.150521] ; [0.838062, 2.72517])
[3.78566, 3.78648] ; ([-4.80896, -4.77987] ; [-1.32223, -1.21149] ; [-0.0638099, 0.151975] ; [0.832454, 2.72393])
[3.78648, 3.7873] ; ([-4.81004, -4.78087] ; [-1.32163, -1.21084] ; [-0.0623483, 0.153423] ; [0.826804, 2.72259])
[3.7873, 3.78812] ; ([-4.81112, -4.78186] ; [-1.32103, -1.21018] ; [-0.0608874, 0.154866] ; [0.821113, 2.72113])
[3.78812, 3.78894] ; ([-4.8122, -4.78286] ; [-1.32043, -1.20954] ; [-0.0594271, 0.156303] ; [0.81538, 2.71957])
[3.78894, 3.78976] ; ([-4.81327, -4.78385] ; [-1.31983, -1.2089] ; [-0.0579676, 0.157735] ; [0.809606, 2.71789])
[3.78976, 3.79057] ; ([-4.81435, -4.78484] ; [-1.31924, -1.20824] ; [-0.0565089, 0.15916] ; [0.803776, 2.71613])
[3.79057, 3.79139] ; ([-4.81543, -4.78583] ; [-1.31866, -1.20759] ; [-0.055051, 0.16058] ; [0.797904, 2.71426])
[3.79139, 3.79221] ; ([-4.8165, -4.78683] ; [-1.31807, -1.20694] ; [-0.053594, 0.161994] ; [0.791988, 2.71229])
[3.79221, 3.79303] ; ([-4.81758, -4.78782] ; [-1.31748, -1.2063] ; [-0.052138, 0.163401] ; [0.78603, 2.71021])
[3.79303, 3.79385] ; ([-4.81865, -4.78881] ; [-1.31689, -1.20566] ; [-0.050683, 0.164804] ; [0.780029, 2.70804])
[3.79385, 3.79467] ; ([-4.81972, -4.7898] ; [-1.3163, -1.20503] ; [-0.0492291, 0.1662] ; [0.773985, 2.70575])
[3.79467, 3.79548] ; ([-4.8208, -4.79078] ; [-1.31571, -1.2044] ; [-0.0477763, 0.16759] ; [0.767898, 2.70337])
[3.79548, 3.7963] ; ([-4.82187, -4.79177] ; [-1.31512, -1.20378] ; [-0.0463247, 0.168974] ; [0.761767, 2.70088])
[3.7963, 3.79712] ; ([-4.82294, -4.79276] ; [-1.31453, -1.20316] ; [-0.0448749, 0.170353] ; [0.754884, 2.699])
[3.79712, 3.79794] ; ([-4.82401, -4.79375] ; [-1.31394, -1.20254] ; [-0.0434269, 0.171726] ; [0.747951, 2.69702])
[3.79794, 3.79876] ; ([-4.82508, -4.79473] ; [-1.31334, -1.20193] ; [-0.0419808, 0.173094] ; [0.740966, 2.69496])
[3.79876, 3.79957] ; ([-4.82615, -4.79572] ; [-1.31275, -1.20132] ; [-0.0405367, 0.174457] ; [0.733931, 2.6928])
[3.79957, 3.80039] ; ([-4.82722, -4.79671] ; [-1.31216, -1.20071] ; [-0.0390947, 0.175814] ; [0.726844, 2.69055])
[3.80039, 3.80121] ; ([-4.82829, -4.79769] ; [-1.31157, -1.20011] ; [-0.0376547, 0.177166] ; [0.719705, 2.6882])
[3.80121, 3.80203] ; ([-4.82936, -4.79868] ; [-1.31098, -1.19951] ; [-0.0362169, 0.178512] ; [0.712531, 2.68575])
[3.80203, 3.80285] ; ([-4.83043, -4.79966] ; [-1.31039, -1.19892] ; [-0.0347813, 0.179852] ; [0.705321, 2.68319])
[3.80285, 3.80366] ; ([-4.8315, -4.80065] ; [-1.3098, -1.19833] ; [-0.0333479, 0.181187] ; [0.698074, 2.68053])
[3.80366, 3.80448] ; ([-4.83257, -4.80163] ; [-1.30921, -1.19775] ; [-0.0319168, 0.182516] ; [0.690792, 2.67776])
[3.80448, 3.8053] ; ([-4.83364, -4.80261] ; [-1.30862, -1.19717] ; [-0.030488, 0.18384] ; [0.683473, 2.67489])
[3.8053, 3.80612] ; ([-4.8347, -4.8036] ; [-1.30803, -1.19659] ; [-0.0290616, 0.185158] ; [0.676117, 2.67191])
