[-0.000190191, 0] ; ([0.233874, 0.233874] ; [0, 0] ; [-1.38317, -1.38317] ; [0, 0])
[2.77125, 2.77221] ; ([-2.08962, -2.08086] ; [-0.729948, -0.710059] ; [0.392181, 0.466934] ; [-0.243687, 0.371402])
[2.77221, 2.77318] ; ([-2.09032, -2.08154] ; [-0.730065, -0.710193] ; [0.392153, 0.467057] ; [-0.271653, 0.344163])
[2.77318, 2.77414] ; ([-2.09102, -2.08222] ; [-0.730185, -0.71033] ; [0.392101, 0.467153] ; [-0.299611, 0.316904])
[2.77414, 2.7751] ; ([-2.09172, -2.08291] ; [-0.730308, -0.710469] ; [0.392018, 0.467226] ; [-0.32756, 0.289628])
[2.7751, 2.77606] ; ([-2.09242, -2.08359] ; [-0.730436, -0.710611] ; [0.391889, 0.467292] ; [-0.355492, 0.262336])
[2.77606, 2.77703] ; ([-2.09313, -2.08428] ; [-0.730568, -0.710755] ; [0.391734, 0.467331] ; [-0.383404, 0.235036])
[2.77703, 2.77799] ; ([-2.09383, -2.08497] ; [-0.730703, -0.710901] ; [0.391554, 0.467341] ; [-0.411292, 0.207732])
[2.77799, 2.77896] ; ([-2.09453, -2.08565] ; [-0.730842, -0.711049] ; [0.391349, 0.467323] ; [-0.439155, 0.180427])
[2.77896, 2.77992] ; ([-2.09524, -2.08634] ; [-0.730984, -0.711199] ; [0.391119, 0.467276] ; [-0.466991, 0.153124])
[2.77992, 2.78089] ; ([-2.09594, -2.08703] ; [-0.731131, -0.711352] ; [0.390863, 0.467203] ; [-0.494797, 0.125825])
[2.78089, 2.78185] ; ([-2.09665, -2.08771] ; [-0.731281, -0.711506] ; [0.390582, 0.4671] ; [-0.522571, 0.0985313])
[2.78185, 2.78282] ; ([-2.09736, -2.0884] ; [-0.731434, -0.711662] ; [0.390276, 0.46697] ; [-0.55031, 0.0712458])
[2.78282, 2.78379] ; ([-2.09806, -2.08909] ; [-0.731592, -0.711821] ; [0.389944, 0.466812] ; [-0.578012, 0.0439708])
[2.78379, 2.78475] ; ([-2.09877, -2.08978] ; [-0.731753, -0.711981] ; [0.389588, 0.466626] ; [-0.605676, 0.0167086])
[2.78475, 2.78572] ; ([-2.09948, -2.09047] ; [-0.731917, -0.712143] ; [0.389206, 0.466412] ; [-0.633298, -0.0105384])
[2.78572, 2.78669] ; ([-2.10018, -2.09116] ; [-0.732085, -0.712308] ; [0.388799, 0.46617] ; [-0.660877, -0.0377681])
[2.78669, 2.78766] ; ([-2.10089, -2.09185] ; [-0.732256, -0.712474] ; [0.388367, 0.465899] ; [-0.688411, -0.0649779])
[2.78766, 2.78862] ; ([-2.1016, -2.09254] ; [-0.732431, -0.712642] ; [0.387909, 0.465601] ; [-0.715896, -0.0921658])
[2.78862, 2.78959] ; ([-2.10231, -2.09323] ; [-0.732609, -0.712812] ; [0.387427, 0.465275] ; [-0.743331, -0.119329])
[2.78959, 2.79056] ; ([-2.10301, -2.09392] ; [-0.732791, -0.712984] ; [0.38692, 0.464921] ; [-0.770714, -0.146466])
[2.79056, 2.79153] ; ([-2.10372, -2.09461] ; [-0.732976, -0.713159] ; [0.386388, 0.464539] ; [-0.798042, -0.173574])
[2.79153, 2.7925] ; ([-2.10443, -2.0953] ; [-0.733164, -0.713335] ; [0.385831, 0.464128] ; [-0.825313, -0.20065])
[2.7925, 2.79346] ; ([-2.10514, -2.096] ; [-0.733359, -0.71351] ; [0.385249, 0.463691] ; [-0.852599, -0.227619])
[2.79346, 2.79443] ; ([-2.10585, -2.09669] ; [-0.733556, -0.713687] ; [0.384642, 0.463226] ; [-0.879821, -0.254552])
[2.79443, 2.7954] ; ([-2.10656, -2.09738] ; [-0.733757, -0.713866] ; [0.38401, 0.462733] ; [-0.906978, -0.281446])
[2.7954, 2.79637] ; ([-2.10727, -2.09807] ; [-0.733962, -0.714048] ; [0.383354, 0.462213] ; [-0.934068, -0.308298])
[2.79637, 2.79734] ; ([-2.10798, -2.09876] ; [-0.734169, -0.714231] ; [0.382673, 0.461665] ; [-0.961088, -0.335106])
[2.79734, 2.79831] ; ([-2.10869, -2.09946] ; [-0.73438, -0.714416] ; [0.381967, 0.46109] ; [-0.988036, -0.361868])
[2.79831, 2.79927] ; ([-2.1094, -2.10015] ; [-0.734594, -0.714604] ; [0.381238, 0.460487] ; [-1.01491, -0.388581])
[2.79927, 2.80024] ; ([-2.11011, -2.10084] ; [-0.734814, -0.714791] ; [0.380484, 0.459857] ; [-1.04178, -0.41517])
[2.80024, 2.80121] ; ([-2.11082, -2.10153] ; [-0.735037, -0.71498] ; [0.379705, 0.4592] ; [-1.06857, -0.441706])
[2.80121, 2.80217] ; ([-2.11153, -2.10223] ; [-0.735263, -0.715171] ; [0.378903, 0.458516] ; [-1.09528, -0.468185])
[2.80217, 2.80314] ; ([-2.11224, -2.10292] ; [-0.735492, -0.715365] ; [0.378076, 0.457805] ; [-1.1219, -0.494605])
[2.80314, 2.80411] ; ([-2.11295, -2.10361] ; [-0.735725, -0.715561] ; [0.377226, 0.457067] ; [-1.14856, -0.520844])
[2.80411, 2.80507] ; ([-2.11366, -2.1043] ; [-0.735961, -0.715759] ; [0.376351, 0.456303] ; [-1.17514, -0.547017])
[2.80507, 2.80604] ; ([-2.11437, -2.105] ; [-0.7362, -0.715959] ; [0.375453, 0.455513] ; [-1.20162, -0.573123])
[2.80604, 2.80701] ; ([-2.11508, -2.10569] ; [-0.736442, -0.716162] ; [0.374531, 0.454696] ; [-1.22801, -0.59916])
[2.80701, 2.80797] ; ([-2.11579, -2.10638] ; [-0.736687, -0.716367] ; [0.373585, 0.453852] ; [-1.25429, -0.625141])
[2.80797, 2.80893] ; ([-2.1165, -2.10707] ; [-0.736935, -0.716575] ; [0.372616, 0.452983] ; [-1.28046, -0.651063])
[2.80893, 2.8099] ; ([-2.11721, -2.10777] ; [-0.737186, -0.716786] ; [0.371624, 0.452088] ; [-1.30653, -0.676923])
[2.8099, 2.81086] ; ([-2.11792, -2.10846] ; [-0.73744, -0.716999] ; [0.370608, 0.451167] ; [-1.33248, -0.702717])
[2.81086, 2.81183] ; ([-2.11863, -2.10915] ; [-0.737697, -0.717215] ; [0.36957, 0.45022] ; [-1.35832, -0.728443])
[2.81183, 2.81279] ; ([-2.11934, -2.10984] ; [-0.737957, -0.717433] ; [0.368508, 0.449247] ; [-1.38405, -0.754097])
[2.81279, 2.81375] ; ([-2.12005, -2.11053] ; [-0.738224, -0.717651] ; [0.367424, 0.44825] ; [-1.40975, -0.779589])
[2.81375, 2.81471] ; ([-2.12075, -2.11122] ; [-0.738494, -0.717872] ; [0.366317, 0.447226] ; [-1.43532, -0.805012])
[2.81471, 2.81567] ; ([-2.12146, -2.11192] ; [-0.738767, -0.718095] ; [0.365187, 0.446178] ; [-1.46078, -0.83036])
[2.81567, 2.81663] ; ([-2.12217, -2.11261] ; [-0.739043, -0.718322] ; [0.364035, 0.445105] ; [-1.48611, -0.855629])
[2.81663, 2.81759] ; ([-2.12288, -2.1133] ; [-0.739322, -0.718551] ; [0.362861, 0.444007] ; [-1.51131, -0.880818])
[2.81759, 2.81855] ; ([-2.12359, -2.11399] ; [-0.739608, -0.718781] ; [0.361665, 0.442885] ; [-1.53646, -0.905855])
[2.81855, 2.81951] ; ([-2.1243, -2.11468] ; [-0.739896, -0.719014] ; [0.360447, 0.441738] ; [-1.56147, -0.930812])
[2.81951, 2.82047] ; ([-2.125, -2.11537] ; [-0.740186, -0.719251] ; [0.359209, 0.440567] ; [-1.58631, -0.955682])
[2.82047, 2.82142] ; ([-2.12571, -2.11606] ; [-0.740479, -0.71949] ; [0.35795, 0.439373] ; [-1.61101, -0.98044])
[2.82142, 2.82237] ; ([-2.12641, -2.11674] ; [-0.740817, -0.719692] ; [0.356408, 0.43842] ; [-1.63558, -1.00505])
[2.82237, 2.82332] ; ([-2.12712, -2.11743] ; [-0.741158, -0.719895] ; [0.35485, 0.437442] ; [-1.66002, -1.02946])
[2.82332, 2.82427] ; ([-2.12782, -2.11812] ; [-0.741503, -0.7201] ; [0.353277, 0.436443] ; [-1.6843, -1.05367])
[2.82427, 2.82521] ; ([-2.12852, -2.1188] ; [-0.741851, -0.720307] ; [0.35169, 0.435423] ; [-1.70842, -1.07769])
[2.82521, 2.82615] ; ([-2.12921, -2.11948] ; [-0.742203, -0.720515] ; [0.350087, 0.434382] ; [-1.73236, -1.1015])
[2.82615, 2.82709] ; ([-2.12991, -2.12016] ; [-0.742559, -0.720725] ; [0.34847, 0.43332] ; [-1.7561, -1.12515])
[2.82709, 2.82802] ; ([-2.1306, -2.12083] ; [-0.742918, -0.720936] ; [0.34684, 0.432238] ; [-1.77965, -1.14862])
[2.82802, 2.82895] ; ([-2.13129, -2.1215] ; [-0.743281, -0.721149] ; [0.345196, 0.431135] ; [-1.803, -1.17193])
[2.82895, 2.82987] ; ([-2.13197, -2.12217] ; [-0.743647, -0.721364] ; [0.343537, 0.430013] ; [-1.82616, -1.19507])
[2.82987, 2.83079] ; ([-2.13266, -2.12284] ; [-0.744017, -0.721581] ; [0.341866, 0.428872] ; [-1.84912, -1.21804])
[2.83079, 2.83171] ; ([-2.13334, -2.12351] ; [-0.74439, -0.7218] ; [0.340182, 0.427712] ; [-1.87189, -1.24084])
[2.83171, 2.83263] ; ([-2.13402, -2.12417] ; [-0.744767, -0.72202] ; [0.338485, 0.426533] ; [-1.89447, -1.26347])
[2.83263, 2.83354] ; ([-2.1347, -2.12484] ; [-0.745147, -0.722243] ; [0.336776, 0.425336] ; [-1.91685, -1.28593])
[2.83354, 2.83445] ; ([-2.13538, -2.1255] ; [-0.745533, -0.722465] ; [0.335028, 0.424147] ; [-1.93904, -1.30822])
[2.83445, 2.83536] ; ([-2.13605, -2.12615] ; [-0.745923, -0.72269] ; [0.333269, 0.42294] ; [-1.96103, -1.33034])
[2.83536, 2.83626] ; ([-2.13672, -2.12681] ; [-0.746316, -0.722916] ; [0.331494, 0.421719] ; [-1.98283, -1.35229])
[2.83626, 2.83716] ; ([-2.1374, -2.12746] ; [-0.746714, -0.723143] ; [0.329706, 0.420483] ; [-2.00444, -1.37407])
[2.83716, 2.83805] ; ([-2.13806, -2.12811] ; [-0.747115, -0.723373] ; [0.327906, 0.419233] ; [-2.02585, -1.39568])
[2.83805, 2.83895] ; ([-2.13873, -2.12876] ; [-0.74752, -0.723604] ; [0.326094, 0.417967] ; [-2.04707, -1.41711])
[2.83895, 2.83983] ; ([-2.13939, -2.12941] ; [-0.747929, -0.723837] ; [0.324269, 0.416687] ; [-2.06809, -1.43838])
[2.83983, 2.84072] ; ([-2.14006, -2.13005] ; [-0.748343, -0.72407] ; [0.322433, 0.415393] ; [-2.08893, -1.45947])
[2.84072, 2.8416] ; ([-2.14071, -2.1307] ; [-0.748762, -0.724304] ; [0.320585, 0.414085] ; [-2.10959, -1.48037])
[2.8416, 2.84248] ; ([-2.14137, -2.13134] ; [-0.749185, -0.72454] ; [0.318726, 0.412764] ; [-2.13007, -1.5011])
[2.84248, 2.84336] ; ([-2.14203, -2.13197] ; [-0.749611, -0.724778] ; [0.316856, 0.411429] ; [-2.15036, -1.52165])
[2.84336, 2.84423] ; ([-2.14268, -2.13261] ; [-0.750044, -0.725016] ; [0.314973, 0.410082] ; [-2.17048, -1.54202])
[2.84423, 2.8451] ; ([-2.14334, -2.13324] ; [-0.750482, -0.725255] ; [0.313077, 0.408721] ; [-2.19046, -1.56223])
[2.8451, 2.84597] ; ([-2.14399, -2.13388] ; [-0.750925, -0.725496] ; [0.311167, 0.407345] ; [-2.21029, -1.58231])
[2.84597, 2.84684] ; ([-2.14464, -2.13451] ; [-0.751373, -0.72574] ; [0.309243, 0.405954] ; [-2.22996, -1.60225])
[2.84684, 2.84771] ; ([-2.14529, -2.13514] ; [-0.751825, -0.725986] ; [0.307307, 0.404548] ; [-2.24948, -1.62205])
[2.84771, 2.84857] ; ([-2.14594, -2.13577] ; [-0.752281, -0.726235] ; [0.305357, 0.403128] ; [-2.26885, -1.6417])
[2.84857, 2.84944] ; ([-2.14659, -2.1364] ; [-0.752742, -0.726487] ; [0.303396, 0.401694] ; [-2.28806, -1.66121])
[2.84944, 2.8503] ; ([-2.14724, -2.13703] ; [-0.753207, -0.726741] ; [0.301422, 0.400247] ; [-2.30712, -1.68058])
[2.8503, 2.85116] ; ([-2.14788, -2.13766] ; [-0.753677, -0.726998] ; [0.299436, 0.398785] ; [-2.32602, -1.6998])
[2.85116, 2.85202] ; ([-2.14853, -2.13828] ; [-0.754154, -0.727256] ; [0.297438, 0.397311] ; [-2.34477, -1.71888])
[2.85202, 2.85287] ; ([-2.14917, -2.13891] ; [-0.754634, -0.727516] ; [0.295428, 0.395823] ; [-2.36336, -1.73781])
[2.85287, 2.85372] ; ([-2.14982, -2.13953] ; [-0.755119, -0.72778] ; [0.293408, 0.394323] ; [-2.38179, -1.75659])
[2.85372, 2.85458] ; ([-2.15046, -2.14015] ; [-0.755608, -0.728046] ; [0.291376, 0.392809] ; [-2.40007, -1.77522])
[2.85458, 2.85543] ; ([-2.1511, -2.14077] ; [-0.756102, -0.728315] ; [0.289333, 0.391284] ; [-2.4182, -1.7937])
[2.85543, 2.85627] ; ([-2.15174, -2.14139] ; [-0.756602, -0.728586] ; [0.287279, 0.389746] ; [-2.43616, -1.81203])
[2.85627, 2.85712] ; ([-2.15238, -2.14201] ; [-0.757105, -0.72886] ; [0.285215, 0.388195] ; [-2.45396, -1.83023])
[2.85712, 2.85797] ; ([-2.15302, -2.14263] ; [-0.757613, -0.729137] ; [0.283141, 0.386633] ; [-2.4716, -1.84828])
[2.85797, 2.85881] ; ([-2.15366, -2.14325] ; [-0.758124, -0.729418] ; [0.281056, 0.38506] ; [-2.48907, -1.86619])
[2.85881, 2.85965] ; ([-2.15429, -2.14386] ; [-0.758642, -0.729699] ; [0.278962, 0.383475] ; [-2.50641, -1.88392])
[2.85965, 2.86049] ; ([-2.15493, -2.14448] ; [-0.759164, -0.729984] ; [0.276858, 0.381878] ; [-2.52359, -1.90151])
[2.86049, 2.86132] ; ([-2.15556, -2.14509] ; [-0.75969, -0.730273] ; [0.274744, 0.380271] ; [-2.5406, -1.91896])
[2.86132, 2.86216] ; ([-2.1562, -2.1457] ; [-0.760222, -0.730562] ; [0.272622, 0.378652] ; [-2.55748, -1.93624])
[2.86216, 2.86299] ; ([-2.15683, -2.14631] ; [-0.760758, -0.730856] ; [0.27049, 0.377023] ; [-2.57419, -1.95337])
[2.86299, 2.86382] ; ([-2.15746, -2.14692] ; [-0.761297, -0.731153] ; [0.268349, 0.375384] ; [-2.59074, -1.97036])
[2.86382, 2.86465] ; ([-2.15809, -2.14753] ; [-0.761843, -0.731451] ; [0.2662, 0.373734] ; [-2.60716, -1.98717])
[2.86465, 2.86548] ; ([-2.15872, -2.14814] ; [-0.762392, -0.731754] ; [0.264042, 0.372074] ; [-2.6234, -2.00384])
[2.86548, 2.8663] ; ([-2.15935, -2.14875] ; [-0.762945, -0.73206] ; [0.261876, 0.370404] ; [-2.63949, -2.02037])
[2.8663, 2.86713] ; ([-2.15998, -2.14935] ; [-0.763504, -0.732367] ; [0.259701, 0.368725] ; [-2.65544, -2.03673])
[2.86713, 2.86795] ; ([-2.1606, -2.14995] ; [-0.764066, -0.732679] ; [0.257519, 0.367036] ; [-2.67123, -2.05294])
[2.86795, 2.86877] ; ([-2.16123, -2.15056] ; [-0.764634, -0.732992] ; [0.255329, 0.365337] ; [-2.68687, -2.06898])
[2.86877, 2.86958] ; ([-2.16185, -2.15116] ; [-0.765205, -0.73331] ; [0.253131, 0.36363] ; [-2.70235, -2.08489])
[2.86958, 2.8704] ; ([-2.16247, -2.15176] ; [-0.765781, -0.73363] ; [0.250926, 0.361914] ; [-2.71769, -2.10063])
[2.8704, 2.87121] ; ([-2.1631, -2.15236] ; [-0.76636, -0.733954] ; [0.248714, 0.360188] ; [-2.73287, -2.11622])
[2.87121, 2.87203] ; ([-2.16372, -2.15296] ; [-0.766945, -0.73428] ; [0.246495, 0.358454] ; [-2.74791, -2.13165])
[2.87203, 2.87284] ; ([-2.16434, -2.15356] ; [-0.767534, -0.734609] ; [0.244268, 0.356712] ; [-2.7628, -2.14692])
[2.87284, 2.87364] ; ([-2.16496, -2.15415] ; [-0.768127, -0.734942] ; [0.242035, 0.354962] ; [-2.77753, -2.16204])
[2.87364, 2.87445] ; ([-2.16558, -2.15475] ; [-0.768724, -0.735278] ; [0.239796, 0.353203] ; [-2.79212, -2.17701])
[2.87445, 2.87525] ; ([-2.16619, -2.15534] ; [-0.769328, -0.735614] ; [0.237547, 0.351438] ; [-2.80919, -2.18918])
[2.87525, 2.87606] ; ([-2.16681, -2.15593] ; [-0.769936, -0.735954] ; [0.235293, 0.349666] ; [-2.82611, -2.20121])
[2.87606, 2.87686] ; ([-2.16743, -2.15652] ; [-0.770548, -0.736297] ; [0.233028, 0.347891] ; [-2.84288, -2.21309])
[2.87686, 2.87765] ; ([-2.16804, -2.15712] ; [-0.771165, -0.736642] ; [0.230755, 0.34611] ; [-2.85949, -2.22482])
[2.87765, 2.87845] ; ([-2.16865, -2.1577] ; [-0.771786, -0.736991] ; [0.228475, 0.344324] ; [-2.87595, -2.23639])
[2.87845, 2.87925] ; ([-2.16927, -2.15829] ; [-0.772412, -0.737342] ; [0.226187, 0.342533] ; [-2.89225, -2.24782])
[2.87925, 2.88004] ; ([-2.16988, -2.15888] ; [-0.773042, -0.737696] ; [0.223891, 0.340737] ; [-2.90841, -2.2591])
[2.88004, 2.88083] ; ([-2.17049, -2.15947] ; [-0.773676, -0.738052] ; [0.221588, 0.338936] ; [-2.92441, -2.27023])
[2.88083, 2.88162] ; ([-2.1711, -2.16005] ; [-0.774314, -0.738412] ; [0.219282, 0.337127] ; [-2.94026, -2.28121])
[2.88162, 2.88241] ; ([-2.17171, -2.16064] ; [-0.774957, -0.738774] ; [0.21697, 0.335314] ; [-2.95597, -2.29205])
[2.88241, 2.88319] ; ([-2.17231, -2.16122] ; [-0.775604, -0.739139] ; [0.214654, 0.333492] ; [-2.97152, -2.30273])
[2.88319, 2.88398] ; ([-2.17292, -2.1618] ; [-0.77625, -0.739512] ; [0.212332, 0.331667] ; [-2.9869, -2.31328])
[2.88398, 2.88476] ; ([-2.17353, -2.16238] ; [-0.776896, -0.739892] ; [0.210005, 0.329835] ; [-3.00213, -2.3237])
[2.88476, 2.88554] ; ([-2.17413, -2.16296] ; [-0.777542, -0.740279] ; [0.207674, 0.327998] ; [-3.01719, -2.33398])
[2.88554, 2.88632] ; ([-2.17474, -2.16354] ; [-0.778189, -0.740672] ; [0.205338, 0.326154] ; [-3.03209, -2.34413])
[2.88632, 2.88709] ; ([-2.17534, -2.16412] ; [-0.778876, -0.741032] ; [0.202998, 0.324306] ; [-3.04774, -2.35325])
[2.88709, 2.88787] ; ([-2.17594, -2.16469] ; [-0.77956, -0.741401] ; [0.200654, 0.322452] ; [-3.06314, -2.36231])
[2.88787, 2.88864] ; ([-2.17654, -2.16527] ; [-0.780243, -0.741779] ; [0.198306, 0.320593] ; [-3.07831, -2.37131])
[2.88864, 2.88941] ; ([-2.17715, -2.16584] ; [-0.780926, -0.742163] ; [0.195954, 0.318729] ; [-3.09325, -2.38024])
[2.88941, 2.89018] ; ([-2.17775, -2.16642] ; [-0.781608, -0.742554] ; [0.193599, 0.316861] ; [-3.10798, -2.38911])
[2.89018, 2.89095] ; ([-2.17834, -2.16699] ; [-0.782292, -0.74295] ; [0.191241, 0.314988] ; [-3.12249, -2.39789])
[2.89095, 2.89171] ; ([-2.17894, -2.16756] ; [-0.782982, -0.743347] ; [0.188879, 0.31311] ; [-3.13693, -2.40646])
[2.89171, 2.89248] ; ([-2.17954, -2.16813] ; [-0.783672, -0.743749] ; [0.186514, 0.311228] ; [-3.15116, -2.41495])
[2.89248, 2.89324] ; ([-2.18014, -2.1687] ; [-0.784363, -0.744158] ; [0.184145, 0.309341] ; [-3.16518, -2.42337])
[2.89324, 2.894] ; ([-2.18073, -2.16927] ; [-0.785055, -0.744572] ; [0.181773, 0.30745] ; [-3.17899, -2.43171])
[2.894, 2.89476] ; ([-2.18133, -2.16984] ; [-0.785748, -0.744991] ; [0.179399, 0.305554] ; [-3.1926, -2.43997])
[2.89476, 2.89551] ; ([-2.18192, -2.1704] ; [-0.786449, -0.745409] ; [0.177021, 0.303655] ; [-3.20614, -2.44801])
[2.89551, 2.89627] ; ([-2.18251, -2.17097] ; [-0.78715, -0.745833] ; [0.17464, 0.301751] ; [-3.21948, -2.45598])
[2.89627, 2.89702] ; ([-2.18311, -2.17153] ; [-0.787852, -0.746261] ; [0.172257, 0.299843] ; [-3.23262, -2.46387])
[2.89702, 2.89778] ; ([-2.1837, -2.1721] ; [-0.788556, -0.746695] ; [0.169871, 0.297932] ; [-3.24556, -2.47168])
[2.89778, 2.89853] ; ([-2.18429, -2.17266] ; [-0.789267, -0.747128] ; [0.167482, 0.296017] ; [-3.25842, -2.47929])
[2.89853, 2.89928] ; ([-2.18488, -2.17322] ; [-0.789978, -0.747566] ; [0.165091, 0.294098] ; [-3.27109, -2.48682])
[2.89928, 2.90002] ; ([-2.18547, -2.17378] ; [-0.790691, -0.748009] ; [0.162697, 0.292175] ; [-3.28357, -2.49427])
[2.90002, 2.90077] ; ([-2.18606, -2.17434] ; [-0.791409, -0.748453] ; [0.1603, 0.290249] ; [-3.29594, -2.50154])
[2.90077, 2.90151] ; ([-2.18665, -2.1749] ; [-0.792146, -0.748883] ; [0.157902, 0.28832] ; [-3.30844, -2.50842])
[2.90151, 2.90226] ; ([-2.18723, -2.17546] ; [-0.792881, -0.749322] ; [0.155501, 0.286387] ; [-3.32081, -2.51515])
[2.90226, 2.903] ; ([-2.18782, -2.17602] ; [-0.793612, -0.749769] ; [0.153098, 0.284452] ; [-3.33302, -2.52177])
[2.903, 2.90374] ; ([-2.18841, -2.17658] ; [-0.794342, -0.750225] ; [0.150692, 0.282515] ; [-3.34508, -2.52827])
[2.90374, 2.90448] ; ([-2.18899, -2.17713] ; [-0.795071, -0.750686] ; [0.148285, 0.280574] ; [-3.35698, -2.53466])
[2.90448, 2.90521] ; ([-2.18958, -2.17769] ; [-0.795803, -0.751151] ; [0.145875, 0.278631] ; [-3.36873, -2.54094])
[2.90521, 2.90595] ; ([-2.19016, -2.17825] ; [-0.796537, -0.751618] ; [0.143463, 0.276685] ; [-3.38033, -2.5471])
[2.90595, 2.90668] ; ([-2.19075, -2.1788] ; [-0.797274, -0.752088] ; [0.141049, 0.274737] ; [-3.39178, -2.55314])
[2.90668, 2.90742] ; ([-2.19133, -2.17935] ; [-0.798014, -0.752561] ; [0.138634, 0.272787] ; [-3.40309, -2.55907])
[2.90742, 2.90815] ; ([-2.19191, -2.17991] ; [-0.798795, -0.752998] ; [0.136216, 0.270834] ; [-3.41487, -2.56426])
[2.90815, 2.90888] ; ([-2.19249, -2.18046] ; [-0.799572, -0.753445] ; [0.133797, 0.268879] ; [-3.42641, -2.56942])
[2.90888, 2.9096] ; ([-2.19307, -2.18101] ; [-0.800344, -0.7539] ; [0.131376, 0.266922] ; [-3.43773, -2.57454])
[2.9096, 2.91033] ; ([-2.19366, -2.18156] ; [-0.801114, -0.754364] ; [0.128955, 0.264964] ; [-3.44884, -2.57961])
[2.91033, 2.91106] ; ([-2.19424, -2.18211] ; [-0.801893, -0.754823] ; [0.126533, 0.263004] ; [-3.45989, -2.58447])
[2.91106, 2.91178] ; ([-2.19482, -2.18266] ; [-0.802671, -0.755288] ; [0.124109, 0.261042] ; [-3.47092, -2.58911])
[2.91178, 2.9125] ; ([-2.19539, -2.18321] ; [-0.80345, -0.755757] ; [0.121684, 0.259079] ; [-3.48176, -2.59367])
[2.9125, 2.91322] ; ([-2.19597, -2.18375] ; [-0.804225, -0.756234] ; [0.119258, 0.257114] ; [-3.4924, -2.59817])
[2.91322, 2.91394] ; ([-2.19655, -2.1843] ; [-0.804999, -0.756717] ; [0.116832, 0.255148] ; [-3.50285, -2.6026])
[2.91394, 2.91466] ; ([-2.19713, -2.18485] ; [-0.805776, -0.757202] ; [0.114403, 0.253181] ; [-3.51327, -2.60682])
[2.91466, 2.91538] ; ([-2.1977, -2.18539] ; [-0.806549, -0.757695] ; [0.111885, 0.251302] ; [-3.5235, -2.61097])
[2.91538, 2.91609] ; ([-2.19828, -2.18594] ; [-0.807327, -0.758188] ; [0.109366, 0.249422] ; [-3.53356, -2.61504])
[2.91609, 2.91681] ; ([-2.19886, -2.18648] ; [-0.80811, -0.758681] ; [0.106847, 0.24754] ; [-3.54355, -2.61892])
[2.91681, 2.91752] ; ([-2.19943, -2.18702] ; [-0.808892, -0.759178] ; [0.104328, 0.245658] ; [-3.55337, -2.62272])
[2.91752, 2.91823] ; ([-2.20001, -2.18757] ; [-0.809677, -0.759675] ; [0.101808, 0.243775] ; [-3.5631, -2.62637])
[2.91823, 2.91894] ; ([-2.20058, -2.18811] ; [-0.810464, -0.760175] ; [0.0992891, 0.241892] ; [-3.57269, -2.62989])
[2.91894, 2.91965] ; ([-2.20115, -2.18865] ; [-0.811253, -0.760678] ; [0.0967697, 0.240008] ; [-3.58215, -2.63331])
[2.91965, 2.92036] ; ([-2.20173, -2.18919] ; [-0.812042, -0.761183] ; [0.0942504, 0.238124] ; [-3.59149, -2.6366])
[2.92036, 2.92106] ; ([-2.2023, -2.18973] ; [-0.812834, -0.76169] ; [0.091731, 0.236239] ; [-3.60069, -2.63977])
[2.92106, 2.92177] ; ([-2.20287, -2.19027] ; [-0.813627, -0.762199] ; [0.0892118, 0.234354] ; [-3.60977, -2.64283])
[2.92177, 2.92247] ; ([-2.20344, -2.19081] ; [-0.814421, -0.76271] ; [0.0866927, 0.232469] ; [-3.61872, -2.64576])
[2.92247, 2.92317] ; ([-2.20401, -2.19134] ; [-0.815217, -0.763224] ; [0.0841737, 0.230583] ; [-3.62755, -2.64858])
[2.92317, 2.92387] ; ([-2.20458, -2.19188] ; [-0.816048, -0.763705] ; [0.0816545, 0.228698] ; [-3.63683, -2.65071])
[2.92387, 2.92457] ; ([-2.20515, -2.19242] ; [-0.816874, -0.764195] ; [0.0791361, 0.226813] ; [-3.6459, -2.65279])
[2.92457, 2.92527] ; ([-2.20572, -2.19295] ; [-0.817697, -0.76469] ; [0.0766184, 0.224928] ; [-3.65478, -2.65483])
[2.92527, 2.92597] ; ([-2.20629, -2.19349] ; [-0.818519, -0.76519] ; [0.0741014, 0.223043] ; [-3.66348, -2.65682])
[2.92597, 2.92666] ; ([-2.20686, -2.19402] ; [-0.819339, -0.765695] ; [0.0715852, 0.221159] ; [-3.67199, -2.65875])
[2.92666, 2.92736] ; ([-2.20742, -2.19456] ; [-0.820167, -0.766195] ; [0.0690696, 0.219275] ; [-3.68051, -2.66044])
[2.92736, 2.92805] ; ([-2.20799, -2.19509] ; [-0.820992, -0.766699] ; [0.0665547, 0.217392] ; [-3.68885, -2.66208])
[2.92805, 2.92874] ; ([-2.20856, -2.19562] ; [-0.821817, -0.767208] ; [0.0640406, 0.215509] ; [-3.697, -2.66366])
[2.92874, 2.92943] ; ([-2.20912, -2.19615] ; [-0.822641, -0.767719] ; [0.0615274, 0.213627] ; [-3.70499, -2.66518])
[2.92943, 2.93012] ; ([-2.20969, -2.19668] ; [-0.823469, -0.76823] ; [0.0590148, 0.211745] ; [-3.71296, -2.66648])
[2.93012, 2.93081] ; ([-2.21025, -2.19721] ; [-0.824296, -0.768743] ; [0.056503, 0.209865] ; [-3.72076, -2.66772])
[2.93081, 2.93149] ; ([-2.21082, -2.19774] ; [-0.825122, -0.76926] ; [0.0539921, 0.207984] ; [-3.72839, -2.6689])
