[-0.000125263, 0] ; ([0.0383972, 0.0383972] ; [0, 0] ; [0.872665, 0.872665] ; [0, 0])
[3.73109, 3.73255] ; ([-4.67501, -4.66332] ; [-1.31465, -1.29348] ; [-0.106255, -0.0580711] ; [1.45639, 1.90546])
[3.73255, 3.73402] ; ([-4.67693, -4.66522] ; [-1.31377, -1.29246] ; [-0.103904, -0.0554868] ; [1.46163, 1.91182])
[3.73402, 3.73548] ; ([-4.67885, -4.66712] ; [-1.31289, -1.29143] ; [-0.101546, -0.0529019] ; [1.46664, 1.9179])
[3.73548, 3.73694] ; ([-4.68076, -4.669] ; [-1.312, -1.2904] ; [-0.0991823, -0.0503165] ; [1.47142, 1.9237])
[3.73694, 3.73839] ; ([-4.68266, -4.67089] ; [-1.31111, -1.28936] ; [-0.0968149, -0.0477291] ; [1.47476, 1.93045])
[3.73839, 3.73985] ; ([-4.68457, -4.67277] ; [-1.31021, -1.28832] ; [-0.0944411, -0.0451431] ; [1.47788, 1.93691])
[3.73985, 3.7413] ; ([-4.68646, -4.67464] ; [-1.3093, -1.28727] ; [-0.0920617, -0.0425585] ; [1.48083, 1.94305])
[3.7413, 3.74274] ; ([-4.68835, -4.67651] ; [-1.30839, -1.28622] ; [-0.0896769, -0.0399756] ; [1.4836, 1.94886])
[3.74274, 3.74419] ; ([-4.69024, -4.67838] ; [-1.30748, -1.28516] ; [-0.087297, -0.0373845] ; [1.48619, 1.95437])
[3.74419, 3.74563] ; ([-4.69212, -4.68024] ; [-1.30656, -1.2841] ; [-0.0849146, -0.0347932] ; [1.48859, 1.95957])
[3.74563, 3.74707] ; ([-4.694, -4.68209] ; [-1.30564, -1.28304] ; [-0.0825301, -0.0322022] ; [1.49081, 1.96447])
[3.74707, 3.74851] ; ([-4.69588, -4.68394] ; [-1.30472, -1.28197] ; [-0.0801435, -0.0296115] ; [1.49285, 1.96907])
[3.74851, 3.74995] ; ([-4.69775, -4.68579] ; [-1.30379, -1.28091] ; [-0.0777552, -0.0270213] ; [1.49456, 1.9735])
[3.74995, 3.75138] ; ([-4.69961, -4.68763] ; [-1.30285, -1.27984] ; [-0.0753655, -0.0244318] ; [1.49606, 1.97767])
[3.75138, 3.75281] ; ([-4.70147, -4.68946] ; [-1.30192, -1.27876] ; [-0.0729746, -0.0218432] ; [1.49736, 1.98156])
[3.75281, 3.75424] ; ([-4.70333, -4.6913] ; [-1.30098, -1.27769] ; [-0.0705826, -0.0192557] ; [1.49844, 1.98518])
[3.75424, 3.75567] ; ([-4.70518, -4.69312] ; [-1.30003, -1.27661] ; [-0.06819, -0.0166695] ; [1.49932, 1.98854])
[3.75567, 3.75709] ; ([-4.70703, -4.69495] ; [-1.29908, -1.27553] ; [-0.0657967, -0.0140849] ; [1.49999, 1.99163])
[3.75709, 3.75852] ; ([-4.70888, -4.69677] ; [-1.29813, -1.27446] ; [-0.0634032, -0.011502] ; [1.50045, 1.99446])
[3.75852, 3.75994] ; ([-4.71072, -4.69859] ; [-1.29718, -1.27338] ; [-0.0610095, -0.00892097] ; [1.5007, 1.99703])
[3.75994, 3.76136] ; ([-4.71256, -4.7004] ; [-1.29626, -1.27225] ; [-0.0588705, -0.00608761] ; [1.49969, 2.0004])
[3.76136, 3.76277] ; ([-4.71439, -4.70221] ; [-1.29535, -1.27113] ; [-0.0567284, -0.00326527] ; [1.4985, 2.00348])
[3.76277, 3.76419] ; ([-4.71622, -4.70401] ; [-1.29444, -1.26999] ; [-0.0545887, -0.000454188] ; [1.49713, 2.00627])
[3.76419, 3.76559] ; ([-4.71803, -4.7058] ; [-1.29354, -1.26886] ; [-0.0524518, 0.00234532] ; [1.49559, 2.00878])
[3.76559, 3.76699] ; ([-4.71984, -4.70759] ; [-1.29265, -1.26772] ; [-0.0503179, 0.00513298] ; [1.49388, 2.01101])
[3.76699, 3.76839] ; ([-4.72165, -4.70937] ; [-1.29177, -1.26657] ; [-0.0481886, 0.00790996] ; [1.49197, 2.01298])
[3.76839, 3.76978] ; ([-4.72344, -4.71114] ; [-1.29088, -1.26543] ; [-0.0460628, 0.0106746] ; [1.48969, 2.01488])
[3.76978, 3.77117] ; ([-4.72523, -4.71291] ; [-1.29001, -1.26428] ; [-0.0439407, 0.0134267] ; [1.48722, 2.01653])
[3.77117, 3.77256] ; ([-4.72701, -4.71467] ; [-1.28913, -1.26313] ; [-0.0418227, 0.0161661] ; [1.48457, 2.01792])
[3.77256, 3.77394] ; ([-4.72879, -4.71642] ; [-1.28826, -1.26198] ; [-0.0397087, 0.0188927] ; [1.48176, 2.01905])
[3.77394, 3.77531] ; ([-4.73056, -4.71816] ; [-1.2874, -1.26084] ; [-0.0376006, 0.0216078] ; [1.47877, 2.01992])
[3.77531, 3.77669] ; ([-4.73232, -4.7199] ; [-1.28653, -1.25969] ; [-0.0354968, 0.0243098] ; [1.47563, 2.02053])
[3.77669, 3.77805] ; ([-4.73408, -4.72163] ; [-1.28567, -1.25855] ; [-0.0333977, 0.0269987] ; [1.47232, 2.02089])
[3.77805, 3.77942] ; ([-4.73583, -4.72335] ; [-1.28482, -1.25741] ; [-0.0313041, 0.0296751] ; [1.46885, 2.021])
[3.77942, 3.78078] ; ([-4.73757, -4.72507] ; [-1.28396, -1.25627] ; [-0.0292154, 0.0323383] ; [1.46521, 2.02086])
[3.78078, 3.78214] ; ([-4.73931, -4.72678] ; [-1.28311, -1.25514] ; [-0.0271321, 0.0349881] ; [1.46142, 2.02048])
[3.78214, 3.78349] ; ([-4.74104, -4.72849] ; [-1.28227, -1.25401] ; [-0.0250545, 0.0376238] ; [1.45747, 2.01986])
[3.78349, 3.78484] ; ([-4.74277, -4.73019] ; [-1.28142, -1.25288] ; [-0.0229831, 0.0402454] ; [1.45336, 2.01901])
[3.78484, 3.78618] ; ([-4.74449, -4.73188] ; [-1.28058, -1.25176] ; [-0.0209179, 0.0428528] ; [1.44909, 2.01792])
[3.78618, 3.78752] ; ([-4.7462, -4.73356] ; [-1.27974, -1.25064] ; [-0.0188591, 0.0454461] ; [1.44467, 2.0166])
[3.78752, 3.78886] ; ([-4.74791, -4.73524] ; [-1.27891, -1.24952] ; [-0.0168243, 0.0480427] ; [1.44009, 2.01505])
[3.78886, 3.79019] ; ([-4.74961, -4.73692] ; [-1.27808, -1.24841] ; [-0.0147956, 0.0506243] ; [1.43537, 2.01328])
[3.79019, 3.79152] ; ([-4.75131, -4.73858] ; [-1.27726, -1.2473] ; [-0.0127736, 0.0531909] ; [1.4305, 2.01127])
[3.79152, 3.79285] ; ([-4.753, -4.74025] ; [-1.27644, -1.2462] ; [-0.0107581, 0.0557425] ; [1.42548, 2.00905])
[3.79285, 3.79417] ; ([-4.75468, -4.7419] ; [-1.27562, -1.24511] ; [-0.0087493, 0.0582791] ; [1.42032, 2.00661])
[3.79417, 3.79549] ; ([-4.75636, -4.74355] ; [-1.2748, -1.24402] ; [-0.00674857, 0.060802] ; [1.41501, 2.00395])
[3.79549, 3.79681] ; ([-4.75804, -4.7452] ; [-1.27399, -1.24293] ; [-0.00475465, 0.0633098] ; [1.40957, 2.00107])
[3.79681, 3.79812] ; ([-4.75971, -4.74683] ; [-1.27318, -1.24185] ; [-0.00276762, 0.0658024] ; [1.40398, 1.99798])
[3.79812, 3.79943] ; ([-4.76137, -4.74847] ; [-1.27237, -1.24078] ; [-0.000788322, 0.0682808] ; [1.39826, 1.99468])
[3.79943, 3.80074] ; ([-4.76303, -4.7501] ; [-1.27157, -1.23972] ; [0.001184, 0.0707437] ; [1.39239, 1.99117])
[3.80074, 3.80205] ; ([-4.76469, -4.75172] ; [-1.27076, -1.23866] ; [0.00314862, 0.0731916] ; [1.38639, 1.98745])
[3.80205, 3.80335] ; ([-4.76634, -4.75334] ; [-1.26996, -1.23761] ; [0.00510576, 0.0756239] ; [1.38026, 1.98353])
[3.80335, 3.80465] ; ([-4.76798, -4.75495] ; [-1.26917, -1.23657] ; [0.00705482, 0.0780413] ; [1.37394, 1.97945])
[3.80465, 3.80594] ; ([-4.76962, -4.75656] ; [-1.26838, -1.23554] ; [0.008996, 0.0804434] ; [1.36749, 1.97519])
[3.80594, 3.80723] ; ([-4.77126, -4.75816] ; [-1.26759, -1.23451] ; [0.0109292, 0.0828303] ; [1.3609, 1.97072])
[3.80723, 3.80853] ; ([-4.77289, -4.75976] ; [-1.26681, -1.23349] ; [0.0128424, 0.0852141] ; [1.35418, 1.96607])
[3.80853, 3.80981] ; ([-4.77452, -4.76136] ; [-1.26603, -1.23247] ; [0.0147478, 0.0875821] ; [1.34732, 1.96123])
[3.80981, 3.8111] ; ([-4.77615, -4.76295] ; [-1.26525, -1.23147] ; [0.0166453, 0.0899343] ; [1.34033, 1.9562])
[3.8111, 3.81238] ; ([-4.77777, -4.76453] ; [-1.26448, -1.23047] ; [0.0185339, 0.0922715] ; [1.33321, 1.95098])
[3.81238, 3.81366] ; ([-4.77938, -4.76611] ; [-1.26371, -1.22948] ; [0.0204145, 0.0945929] ; [1.32596, 1.94558])
[3.81366, 3.81494] ; ([-4.78099, -4.76769] ; [-1.26294, -1.22849] ; [0.0222865, 0.096899] ; [1.31858, 1.94])
[3.81494, 3.81622] ; ([-4.7826, -4.76926] ; [-1.26218, -1.22752] ; [0.0241502, 0.0991894] ; [1.31107, 1.93424])
[3.81622, 3.81749] ; ([-4.78421, -4.77083] ; [-1.26142, -1.22655] ; [0.0260052, 0.101464] ; [1.30344, 1.92831])
[3.81749, 3.81876] ; ([-4.78581, -4.7724] ; [-1.26067, -1.22559] ; [0.0278516, 0.103724] ; [1.29568, 1.92219])
[3.81876, 3.82003] ; ([-4.78741, -4.77396] ; [-1.25992, -1.22464] ; [0.0296894, 0.105968] ; [1.28779, 1.9159])
[3.82003, 3.8213] ; ([-4.789, -4.77552] ; [-1.25917, -1.2237] ; [0.0315109, 0.108204] ; [1.2798, 1.90942])
[3.8213, 3.82257] ; ([-4.79059, -4.77707] ; [-1.25843, -1.22276] ; [0.0333246, 0.110423] ; [1.2717, 1.90275])
[3.82257, 3.82383] ; ([-4.79218, -4.77862] ; [-1.2577, -1.22184] ; [0.0351302, 0.112626] ; [1.2635, 1.89589])
[3.82383, 3.8251] ; ([-4.79377, -4.78017] ; [-1.25696, -1.22092] ; [0.0369276, 0.114813] ; [1.25515, 1.88889])
[3.8251, 3.82636] ; ([-4.79535, -4.78172] ; [-1.25623, -1.22001] ; [0.0387169, 0.116983] ; [1.24671, 1.8817])
[3.82636, 3.82762] ; ([-4.79693, -4.78326] ; [-1.2555, -1.21911] ; [0.0404981, 0.119136] ; [1.23816, 1.87432])
[3.82762, 3.82888] ; ([-4.7985, -4.7848] ; [-1.25478, -1.21822] ; [0.042271, 0.121272] ; [1.22951, 1.86676])
[3.82888, 3.83013] ; ([-4.80008, -4.78633] ; [-1.25406, -1.21734] ; [0.0440356, 0.123393] ; [1.22076, 1.85902])
[3.83013, 3.83139] ; ([-4.80165, -4.78787] ; [-1.25334, -1.21647] ; [0.045792, 0.125496] ; [1.21191, 1.8511])
[3.83139, 3.83265] ; ([-4.80322, -4.7894] ; [-1.25263, -1.21561] ; [0.04754, 0.127583] ; [1.20296, 1.84301])
[3.83265, 3.8339] ; ([-4.80479, -4.79092] ; [-1.25192, -1.21476] ; [0.0492795, 0.129653] ; [1.1939, 1.83474])
[3.8339, 3.83515] ; ([-4.80635, -4.79245] ; [-1.25121, -1.21391] ; [0.0510106, 0.131706] ; [1.18468, 1.82637])
[3.83515, 3.8364] ; ([-4.80791, -4.79397] ; [-1.25051, -1.21308] ; [0.0527332, 0.133743] ; [1.17537, 1.81781])
[3.8364, 3.83765] ; ([-4.80947, -4.79549] ; [-1.24982, -1.21225] ; [0.0544282, 0.135782] ; [1.16596, 1.80909])
[3.83765, 3.8389] ; ([-4.81103, -4.79701] ; [-1.24914, -1.21142] ; [0.0561146, 0.137804] ; [1.15645, 1.80019])
[3.8389, 3.84015] ; ([-4.81259, -4.79853] ; [-1.24846, -1.21061] ; [0.0577893, 0.139811] ; [1.14681, 1.79116])
[3.84015, 3.8414] ; ([-4.81414, -4.80004] ; [-1.24778, -1.2098] ; [0.0594535, 0.141802] ; [1.13708, 1.78197])
[3.8414, 3.84265] ; ([-4.81569, -4.80155] ; [-1.24711, -1.20901] ; [0.0611063, 0.143776] ; [1.12718, 1.77269])
[3.84265, 3.84389] ; ([-4.81724, -4.80306] ; [-1.24645, -1.20822] ; [0.0627479, 0.145733] ; [1.11719, 1.76326])
[3.84389, 3.84513] ; ([-4.81879, -4.80457] ; [-1.24579, -1.20744] ; [0.0643779, 0.147674] ; [1.10707, 1.75371])
[3.84513, 3.84638] ; ([-4.82033, -4.80607] ; [-1.24513, -1.20668] ; [0.0659966, 0.149598] ; [1.09685, 1.744])
[3.84638, 3.84762] ; ([-4.82187, -4.80757] ; [-1.24448, -1.20592] ; [0.0676037, 0.151506] ; [1.08655, 1.73415])
[3.84762, 3.84886] ; ([-4.82341, -4.80907] ; [-1.24383, -1.20517] ; [0.0692007, 0.153395] ; [1.07615, 1.72414])
[3.84886, 3.8501] ; ([-4.82495, -4.81057] ; [-1.2432, -1.20443] ; [0.0707845, 0.155269] ; [1.06563, 1.71402])
[3.8501, 3.85133] ; ([-4.82649, -4.81206] ; [-1.24256, -1.2037] ; [0.0723568, 0.157126] ; [1.05502, 1.70375])
[3.85133, 3.85257] ; ([-4.82802, -4.81356] ; [-1.24193, -1.20298] ; [0.0739172, 0.158967] ; [1.04432, 1.69334])
[3.85257, 3.85381] ; ([-4.82955, -4.81505] ; [-1.24131, -1.20226] ; [0.0754659, 0.160791] ; [1.03354, 1.68278])
[3.85381, 3.85504] ; ([-4.83108, -4.81654] ; [-1.24069, -1.20156] ; [0.0770026, 0.162598] ; [1.02263, 1.67211])
[3.85504, 3.85628] ; ([-4.83261, -4.81802] ; [-1.24008, -1.20087] ; [0.0785274, 0.164388] ; [1.01163, 1.6613])
[3.85628, 3.85751] ; ([-4.83414, -4.81951] ; [-1.23947, -1.20018] ; [0.0800402, 0.166161] ; [1.00055, 1.65035])
[3.85751, 3.85874] ; ([-4.83566, -4.82099] ; [-1.23887, -1.19951] ; [0.0815408, 0.167917] ; [0.98939, 1.63925])
[3.85874, 3.85998] ; ([-4.83719, -4.82247] ; [-1.23828, -1.19884] ; [0.0830294, 0.169656] ; [0.978103, 1.62806])
[3.85998, 3.86121] ; ([-4.83871, -4.82396] ; [-1.23769, -1.19819] ; [0.0845056, 0.171378] ; [0.966734, 1.61672])
[3.86121, 3.86244] ; ([-4.84023, -4.82543] ; [-1.2371, -1.19754] ; [0.0859696, 0.173082] ; [0.955283, 1.60525])
[3.86244, 3.86367] ; ([-4.84175, -4.82691] ; [-1.23653, -1.1969] ; [0.0874212, 0.17477] ; [0.943722, 1.59367])
[3.86367, 3.8649] ; ([-4.84327, -4.82839] ; [-1.23595, -1.19627] ; [0.0888603, 0.176441] ; [0.93208, 1.58196])
[3.8649, 3.86613] ; ([-4.84479, -4.82986] ; [-1.23539, -1.19565] ; [0.0902868, 0.178094] ; [0.920358, 1.57011])
[3.86613, 3.86736] ; ([-4.8463, -4.83134] ; [-1.23483, -1.19504] ; [0.0917006, 0.17973] ; [0.908428, 1.55826])
[3.86736, 3.86859] ; ([-4.84782, -4.83281] ; [-1.23427, -1.19444] ; [0.0931015, 0.181348] ; [0.896379, 1.54631])
[3.86859, 3.86982] ; ([-4.84933, -4.83428] ; [-1.23372, -1.19385] ; [0.0944895, 0.18295] ; [0.88425, 1.53424])
[3.86982, 3.87105] ; ([-4.85085, -4.83575] ; [-1.23318, -1.19327] ; [0.0958645, 0.184534] ; [0.872041, 1.52204])
[3.87105, 3.87228] ; ([-4.85236, -4.83722] ; [-1.23265, -1.1927] ; [0.0972263, 0.186101] ; [0.85975, 1.50971])
[3.87228, 3.87351] ; ([-4.85387, -4.83869] ; [-1.23212, -1.19213] ; [0.0985748, 0.18765] ; [0.847344, 1.4973])
[3.87351, 3.87474] ; ([-4.85538, -4.84016] ; [-1.23159, -1.19157] ; [0.0999101, 0.189182] ; [0.834861, 1.48477])
[3.87474, 3.87597] ; ([-4.8569, -4.84163] ; [-1.23107, -1.19103] ; [0.101232, 0.190696] ; [0.822299, 1.47212])
[3.87597, 3.8772] ; ([-4.85841, -4.84309] ; [-1.23056, -1.19049] ; [0.10254, 0.192192] ; [0.809632, 1.45937])
[3.8772, 3.87843] ; ([-4.85992, -4.84456] ; [-1.23006, -1.18996] ; [0.103835, 0.193671] ; [0.79689, 1.4465])
[3.87843, 3.87966] ; ([-4.86142, -4.84602] ; [-1.22956, -1.18944] ; [0.105116, 0.195132] ; [0.784052, 1.43354])
[3.87966, 3.88089] ; ([-4.86293, -4.84749] ; [-1.22906, -1.18893] ; [0.106383, 0.196576] ; [0.771141, 1.42046])
[3.88089, 3.88212] ; ([-4.86444, -4.84895] ; [-1.22874, -1.18827] ; [0.107349, 0.198289] ; [0.758109, 1.40731])
[3.88212, 3.88334] ; ([-4.86595, -4.85042] ; [-1.22841, -1.18762] ; [0.108303, 0.199978] ; [0.744993, 1.39408])
[3.88334, 3.88457] ; ([-4.86745, -4.85188] ; [-1.2281, -1.18699] ; [0.109235, 0.201651] ; [0.731805, 1.38081])
[3.88457, 3.88579] ; ([-4.86894, -4.85333] ; [-1.22778, -1.18636] ; [0.110153, 0.203301] ; [0.718544, 1.3675])
[3.88579, 3.88701] ; ([-4.87044, -4.85478] ; [-1.22748, -1.18575] ; [0.111049, 0.204934] ; [0.70514, 1.35421])
[3.88701, 3.88823] ; ([-4.87193, -4.85623] ; [-1.22718, -1.18515] ; [0.111931, 0.206543] ; [0.691706, 1.34083])
[3.88823, 3.88944] ; ([-4.87341, -4.85767] ; [-1.22689, -1.18456] ; [0.112793, 0.208134] ; [0.678241, 1.32738])
[3.88944, 3.89065] ; ([-4.8749, -4.85911] ; [-1.2266, -1.18398] ; [0.11364, 0.209703] ; [0.664748, 1.31384])
[3.89065, 3.89186] ; ([-4.87638, -4.86055] ; [-1.22631, -1.18341] ; [0.114469, 0.211252] ; [0.651216, 1.30024])
[3.89186, 3.89307] ; ([-4.87786, -4.86198] ; [-1.22604, -1.18285] ; [0.115283, 0.21278] ; [0.637654, 1.28656])
[3.89307, 3.89427] ; ([-4.87933, -4.86341] ; [-1.22577, -1.18231] ; [0.116079, 0.214287] ; [0.624062, 1.27281])
[3.89427, 3.89547] ; ([-4.8808, -4.86484] ; [-1.2255, -1.18177] ; [0.11686, 0.215773] ; [0.61044, 1.25899])
[3.89547, 3.89667] ; ([-4.88227, -4.86626] ; [-1.22525, -1.18124] ; [0.117613, 0.21725] ; [0.596788, 1.2451])
[3.89667, 3.89787] ; ([-4.88374, -4.86768] ; [-1.225, -1.18072] ; [0.118352, 0.218703] ; [0.583107, 1.23114])
[3.89787, 3.89907] ; ([-4.8852, -4.8691] ; [-1.22476, -1.18021] ; [0.119073, 0.220139] ; [0.569404, 1.21711])
[3.89907, 3.90026] ; ([-4.88666, -4.87052] ; [-1.22452, -1.17972] ; [0.11978, 0.22155] ; [0.555681, 1.20301])
[3.90026, 3.90146] ; ([-4.88812, -4.87193] ; [-1.22429, -1.17923] ; [0.120468, 0.222944] ; [0.541937, 1.18885])
[3.90146, 3.90265] ; ([-4.88957, -4.87334] ; [-1.22406, -1.17875] ; [0.121143, 0.224315] ; [0.528172, 1.17462])
[3.90265, 3.90384] ; ([-4.89102, -4.87474] ; [-1.22384, -1.17828] ; [0.121799, 0.225667] ; [0.514386, 1.16032])
[3.90384, 3.90502] ; ([-4.89247, -4.87614] ; [-1.22363, -1.17782] ; [0.122439, 0.227] ; [0.50058, 1.14597])
[3.90502, 3.90621] ; ([-4.89392, -4.87754] ; [-1.22342, -1.17738] ; [0.123064, 0.228311] ; [0.486756, 1.13155])
[3.90621, 3.90739] ; ([-4.89537, -4.87894] ; [-1.22322, -1.17694] ; [0.123672, 0.229603] ; [0.472865, 1.11712])
[3.90739, 3.90857] ; ([-4.89681, -4.88034] ; [-1.22302, -1.17651] ; [0.124265, 0.230874] ; [0.458957, 1.10263])
[3.90857, 3.90975] ; ([-4.89825, -4.88173] ; [-1.22284, -1.17608] ; [0.124826, 0.232139] ; [0.445029, 1.08809])
[3.90975, 3.91093] ; ([-4.89969, -4.88312] ; [-1.22266, -1.17566] ; [0.125375, 0.233382] ; [0.431068, 1.07352])
[3.91093, 3.91211] ; ([-4.90112, -4.88451] ; [-1.22249, -1.17525] ; [0.125905, 0.234607] ; [0.417084, 1.05889])
[3.91211, 3.91328] ; ([-4.90256, -4.88589] ; [-1.22232, -1.17485] ; [0.126419, 0.235811] ; [0.403078, 1.04423])
[3.91328, 3.91446] ; ([-4.90399, -4.88728] ; [-1.22216, -1.17446] ; [0.126917, 0.236995] ; [0.389052, 1.02953])
[3.91446, 3.91563] ; ([-4.90542, -4.88866] ; [-1.222, -1.17408] ; [0.1274, 0.238159] ; [0.375005, 1.01478])
[3.91563, 3.9168] ; ([-4.90685, -4.89003] ; [-1.22185, -1.17371] ; [0.127867, 0.239303] ; [0.360938, 0.999999])
[3.9168, 3.91797] ; ([-4.90827, -4.89141] ; [-1.22171, -1.17334] ; [0.128318, 0.240426] ; [0.346853, 0.98518])
[3.91797, 3.91913] ; ([-4.90969, -4.89278] ; [-1.22159, -1.17297] ; [0.128743, 0.241541] ; [0.332304, 0.970769])
[3.91913, 3.9203] ; ([-4.91112, -4.89416] ; [-1.22147, -1.17261] ; [0.12915, 0.242637] ; [0.317801, 0.956265])
[3.9203, 3.92146] ; ([-4.91253, -4.89552] ; [-1.22136, -1.17225] ; [0.12954, 0.243714] ; [0.303336, 0.941679])
[3.92146, 3.92263] ; ([-4.91395, -4.89689] ; [-1.22125, -1.17191] ; [0.129912, 0.244773] ; [0.288905, 0.927015])
[3.92263, 3.92379] ; ([-4.91537, -4.89826] ; [-1.22115, -1.17157] ; [0.130267, 0.245814] ; [0.2743, 0.912485])
[3.92379, 3.92495] ; ([-4.91678, -4.89962] ; [-1.22106, -1.17125] ; [0.130605, 0.246836] ; [0.25975, 0.897862])
[3.92495, 3.9261] ; ([-4.91819, -4.90098] ; [-1.22097, -1.17093] ; [0.130926, 0.24784] ; [0.245228, 0.883175])
[3.9261, 3.92726] ; ([-4.9196, -4.90234] ; [-1.22088, -1.17062] ; [0.131229, 0.248826] ; [0.230584, 0.868577])
[3.92726, 3.92842] ; ([-4.92101, -4.90369] ; [-1.2208, -1.17032] ; [0.131515, 0.249793] ; [0.215985, 0.853902])
[3.92842, 3.92957] ; ([-4.92242, -4.90505] ; [-1.22073, -1.17002] ; [0.131784, 0.250742] ; [0.201318, 0.839267])
[3.92957, 3.93072] ; ([-4.92382, -4.9064] ; [-1.22067, -1.16973] ; [0.132036, 0.251673] ; [0.18664, 0.824615])
[3.93072, 3.93187] ; ([-4.92522, -4.90775] ; [-1.2206, -1.16945] ; [0.13227, 0.252586] ; [0.171952, 0.80995])
[3.93187, 3.93302] ; ([-4.92662, -4.9091] ; [-1.22055, -1.16918] ; [0.132488, 0.253481] ; [0.157255, 0.795272])
[3.93302, 3.93417] ; ([-4.92802, -4.91044] ; [-1.2205, -1.16891] ; [0.132688, 0.254358] ; [0.142548, 0.780584])
[3.93417, 3.93532] ; ([-4.92942, -4.91179] ; [-1.22046, -1.16865] ; [0.132871, 0.255218] ; [0.127832, 0.765887])
[3.93532, 3.93646] ; ([-4.93081, -4.91313] ; [-1.22042, -1.1684] ; [0.133037, 0.256059] ; [0.11312, 0.751173])
[3.93646, 3.93761] ; ([-4.93221, -4.91447] ; [-1.22039, -1.16816] ; [0.133186, 0.256882] ; [0.0983887, 0.736465])
[3.93761, 3.93875] ; ([-4.9336, -4.91581] ; [-1.22036, -1.16792] ; [0.133319, 0.257688] ; [0.0836513, 0.721752])
[3.93875, 3.93989] ; ([-4.93499, -4.91715] ; [-1.22034, -1.16769] ; [0.133434, 0.258475] ; [0.0689086, 0.707038])
[3.93989, 3.94103] ; ([-4.93638, -4.91848] ; [-1.22033, -1.16747] ; [0.133532, 0.259245] ; [0.0541608, 0.692325])
[3.94103, 3.94217] ; ([-4.93776, -4.91981] ; [-1.22032, -1.16725] ; [0.133614, 0.259997] ; [0.0394086, 0.677614])
[3.94217, 3.94331] ; ([-4.93915, -4.92115] ; [-1.22033, -1.16703] ; [0.133678, 0.260732] ; [0.0246424, 0.662917])
[3.94331, 3.94444] ; ([-4.94053, -4.92248] ; [-1.22034, -1.16682] ; [0.133726, 0.261449] ; [0.00992843, 0.648172])
[3.94444, 3.94558] ; ([-4.94192, -4.9238] ; [-1.22035, -1.16661] ; [0.133757, 0.262148] ; [-0.00471873, 0.633367])
[3.94558, 3.94671] ; ([-4.9433, -4.92513] ; [-1.22037, -1.16642] ; [0.133771, 0.26283] ; [-0.0194898, 0.618694])
[3.94671, 3.94784] ; ([-4.94467, -4.92645] ; [-1.2204, -1.16622] ; [0.133764, 0.263499] ; [-0.0382559, 0.608027])
[3.94784, 3.94897] ; ([-4.94605, -4.92778] ; [-1.22043, -1.16604] ; [0.133741, 0.26415] ; [-0.0570734, 0.597427])
[3.94897, 3.9501] ; ([-4.94743, -4.9291] ; [-1.22048, -1.16585] ; [0.133692, 0.264793] ; [-0.0758815, 0.586839])
[3.9501, 3.95123] ; ([-4.9488, -4.93041] ; [-1.22053, -1.16567] ; [0.133621, 0.265423] ; [-0.0946783, 0.576265])
[3.95123, 3.95235] ; ([-4.95017, -4.93173] ; [-1.22059, -1.16549] ; [0.13353, 0.26604] ; [-0.113463, 0.565708])
[3.95235, 3.95348] ; ([-4.95154, -4.93304] ; [-1.22066, -1.16532] ; [0.133418, 0.266644] ; [-0.132235, 0.555168])
[3.95348, 3.9546] ; ([-4.95291, -4.93436] ; [-1.22073, -1.16515] ; [0.133289, 0.267232] ; [-0.150994, 0.544648])
[3.9546, 3.95572] ; ([-4.95427, -4.93566] ; [-1.22081, -1.16499] ; [0.133144, 0.267801] ; [-0.169737, 0.53415])
[3.95572, 3.95684] ; ([-4.95564, -4.93697] ; [-1.22089, -1.16484] ; [0.132983, 0.268354] ; [-0.188465, 0.523675])
[3.95684, 3.95795] ; ([-4.957, -4.93828] ; [-1.22098, -1.16469] ; [0.132805, 0.26889] ; [-0.207177, 0.513224])
[3.95795, 3.95907] ; ([-4.95836, -4.93958] ; [-1.22107, -1.16454] ; [0.132612, 0.269409] ; [-0.225838, 0.502765])
[3.95907, 3.96018] ; ([-4.95971, -4.94088] ; [-1.22117, -1.16441] ; [0.132402, 0.269911] ; [-0.244448, 0.492299])
[3.96018, 3.96129] ; ([-4.96107, -4.94218] ; [-1.22129, -1.16426] ; [0.132176, 0.270396] ; [-0.263018, 0.481838])
[3.96129, 3.9624] ; ([-4.96242, -4.94348] ; [-1.22141, -1.16413] ; [0.131935, 0.270865] ; [-0.281473, 0.471313])
[3.9624, 3.96351] ; ([-4.96377, -4.94477] ; [-1.22153, -1.164] ; [0.131678, 0.271316] ; [-0.299934, 0.460846])
[3.96351, 3.96462] ; ([-4.96512, -4.94607] ; [-1.22166, -1.16387] ; [0.131405, 0.271751] ; [-0.318341, 0.450379])
[3.96462, 3.96573] ; ([-4.96647, -4.94736] ; [-1.2218, -1.16375] ; [0.131117, 0.27217] ; [-0.336694, 0.439912])
[3.96573, 3.96683] ; ([-4.96782, -4.94865] ; [-1.22194, -1.16363] ; [0.130813, 0.272572] ; [-0.354991, 0.429449])
[3.96683, 3.96793] ; ([-4.96916, -4.94993] ; [-1.22209, -1.16352] ; [0.130494, 0.272957] ; [-0.373232, 0.41899])
[3.96793, 3.96903] ; ([-4.97051, -4.95122] ; [-1.22224, -1.16342] ; [0.130159, 0.273327] ; [-0.39175, 0.408868])
